alpha,rho,vol-of-vol,ttm,log-strike,call_payoff,digital_payoff
0.10977858572868016,-0.896365256859964,1.9450160548539923,1.0,0.5,0.39346934028742725,1.0
0.10977858572868016,-0.896365256859964,1.9450160548539923,1.0,0.3877777777777778,0.3214368816852516,1.0
0.10977858572868016,-0.896365256859964,1.9450160548539923,1.0,0.27555555555555555,0.2408497440917041,1.0
0.10977858572868016,-0.896365256859964,1.9450160548539923,1.0,0.16333333333333333,0.15069196145395736,1.0
0.10977858572868016,-0.896365256859964,1.9450160548539923,1.0,0.05111111111111111,0.04982691012082522,1.0
0.10977858572868016,-0.896365256859964,1.9450160548539923,1.0,-0.061111111111111116,0.0,0.0
0.10977858572868016,-0.896365256859964,1.9450160548539923,1.0,-0.17333333333333334,0.0,0.0
0.10977858572868016,-0.896365256859964,1.9450160548539923,1.0,-0.28555555555555556,0.0,0.0
0.10977858572868016,-0.896365256859964,1.9450160548539923,1.0,-0.3977777777777778,0.0,0.0
0.10977858572868016,-0.896365256859964,1.9450160548539923,1.0,-0.51,0.0,0.0
0.10977858572868016,-0.896365256859964,1.9450160548539923,0.9666666666666667,0.5,0.39364824722066083,1.0
0.10977858572868016,-0.896365256859964,1.9450160548539923,0.9666666666666667,0.3877777777777778,0.32161578861852436,1.0
0.10977858572868016,-0.896365256859964,1.9450160548539923,0.9666666666666667,0.27555555555555555,0.24102865102501234,1.0
0.10977858572868016,-0.896365256859964,1.9450160548539923,0.9666666666666667,0.16333333333333333,0.1508710484882112,0.9999
0.10977858572868016,-0.896365256859964,1.9450160548539923,0.9666666666666667,0.05111111111111111,0.052381951357479,0.8797
0.10977858572868016,-0.896365256859964,1.9450160548539923,0.9666666666666667,-0.061111111111111116,0.00153582171895358,0.0751
0.10977858572868016,-0.896365256859964,1.9450160548539923,0.9666666666666667,-0.17333333333333334,0.0,0.0
0.10977858572868016,-0.896365256859964,1.9450160548539923,0.9666666666666667,-0.28555555555555556,0.0,0.0
0.10977858572868016,-0.896365256859964,1.9450160548539923,0.9666666666666667,-0.3977777777777778,0.0,0.0
0.10977858572868016,-0.896365256859964,1.9450160548539923,0.9666666666666667,-0.51,0.0,0.0
0.10977858572868016,-0.896365256859964,1.9450160548539923,0.9333333333333333,0.5,0.39348910845121005,1.0
0.10977858572868016,-0.896365256859964,1.9450160548539923,0.9333333333333333,0.3877777777777778,0.32145664984907213,1.0
0.10977858572868016,-0.896365256859964,1.9450160548539923,0.9333333333333333,0.27555555555555555,0.2408713188291094,0.9999
0.10977858572868016,-0.896365256859964,1.9450160548539923,0.9333333333333333,0.16333333333333333,0.15086119026590145,0.992
0.10977858572868016,-0.896365256859964,1.9450160548539923,0.9333333333333333,0.05111111111111111,0.056879069384351326,0.7945
0.10977858572868016,-0.896365256859964,1.9450160548539923,0.9333333333333333,-0.061111111111111116,0.004523417830068395,0.1465
0.10977858572868016,-0.896365256859964,1.9450160548539923,0.9333333333333333,-0.17333333333333334,6.823309304285074e-06,0.0006
0.10977858572868016,-0.896365256859964,1.9450160548539923,0.9333333333333333,-0.28555555555555556,0.0,0.0
0.10977858572868016,-0.896365256859964,1.9450160548539923,0.9333333333333333,-0.3977777777777778,0.0,0.0
0.10977858572868016,-0.896365256859964,1.9450160548539923,0.9333333333333333,-0.51,0.0,0.0
0.10977858572868016,-0.896365256859964,1.9450160548539923,0.9,0.5,0.393281135638764,1.0
0.10977858572868016,-0.896365256859964,1.9450160548539923,0.9,0.3877777777777778,0.3212486770366283,1.0
0.10977858572868016,-0.896365256859964,1.9450160548539923,0.9,0.27555555555555555,0.24067465545766728,0.9994
0.10977858572868016,-0.896365256859964,1.9450160548539923,0.9,0.16333333333333333,0.15123424182449713,0.9759
0.10977858572868016,-0.896365256859964,1.9450160548539923,0.9,0.05111111111111111,0.06088976111933298,0.7595
0.10977858572868016,-0.896365256859964,1.9450160548539923,0.9,-0.061111111111111116,0.007345862008627637,0.1974
0.10977858572868016,-0.896365256859964,1.9450160548539923,0.9,-0.17333333333333334,4.9204546239563806e-05,0.0027
0.10977858572868016,-0.896365256859964,1.9450160548539923,0.9,-0.28555555555555556,0.0,0.0
0.10977858572868016,-0.896365256859964,1.9450160548539923,0.9,-0.3977777777777778,0.0,0.0
0.10977858572868016,-0.896365256859964,1.9450160548539923,0.9,-0.51,0.0,0.0
0.10977858572868016,-0.896365256859964,1.9450160548539923,0.8666666666666667,0.5,0.39302199809947613,0.9998
0.10977858572868016,-0.896365256859964,1.9450160548539923,0.8666666666666667,0.3877777777777778,0.32101244357933395,0.9995
0.10977858572868016,-0.896365256859964,1.9450160548539923,0.8666666666666667,0.27555555555555555,0.24056387678162686,0.9955
0.10977858572868016,-0.896365256859964,1.9450160548539923,0.8666666666666667,0.16333333333333333,0.15217613989788836,0.9539
