,vol_of_vol,beta,rho,V0,F0,K,N_TIMES,MC_call
21,0.0458019829527831,1.0,-0.8089348743749646,0.12674716319064053,1.0,0.031530283678576326,18,0.9912586212158203
22,0.17384122322824277,1.0,-0.9001471773396769,0.2128297239907363,1.0,0.5948193726285027,14,0.511660635471344
23,0.1451775048572372,1.0,-0.16990771033759633,0.20138474579488805,1.0,2.7876546907899358,14,0.025861157104372978
24,0.09416736426900568,1.0,-0.4731711500512848,0.18025190381987302,1.0,0.9331711646945045,29,0.30336472392082214
25,0.050330097822737924,1.0,-0.283620641054418,0.2839732878052913,1.0,1.886116285633568,21,0.05940308794379234
26,0.11588993933873644,1.0,-0.20075015677207708,0.10270245702512171,1.0,2.6629224005795074,12,0.0001439683692296967
27,0.12877354925241155,1.0,-0.7482618513942285,0.2013961962539703,1.0,1.6895508574386402,19,0.06865475326776505
28,0.15150423960675433,1.0,-0.6516049655503846,0.2668009318377811,1.0,2.954724876600558,2,1.8107986079485272e-06
29,0.1688259498950464,1.0,-0.29833031912528796,0.1999373753006896,1.0,2.648706872996978,5,0.001041134470142424
30,0.19409100310192925,1.0,-0.1235806650042528,0.1230926696301699,1.0,1.8645150972425006,19,0.1095615029335022
31,0.09706820209345994,1.0,-0.7141387311831109,0.1903776040259067,1.0,1.9997925835390926,23,0.03481316938996315
32,0.08849188566444581,1.0,-0.9019588463211635,0.18395175947813108,1.0,1.9831077030021818,13,0.0024105352349579334
33,0.16966944008601734,1.0,-0.2934301643081608,0.13730293387128983,1.0,1.009112685465461,12,0.14741523563861847
34,0.05670145933951362,1.0,-0.7520392312134919,0.10664396695812375,1.0,2.7796308097592073,29,0.00014482215919997543
35,0.19361952641467728,1.0,-0.5475472299799524,0.23521507807163258,1.0,1.532164697125066,2,0.005934028886258602
36,0.10767507474226182,1.0,-0.24617493873840646,0.16020960234055004,1.0,0.6040564856451915,19,0.5269731879234314
37,0.19392575634940667,1.0,-0.5083060228410372,0.2755299342216989,1.0,1.4745945245181924,14,0.3763600289821625
38,0.19305438114391016,1.0,-0.8943257926483592,0.2782141383192748,1.0,1.766402492201683,9,0.04850512742996216
39,0.12969236091886166,1.0,-0.6380774623117899,0.20879986172735174,1.0,2.262541710283727,11,0.009729809127748013
40,0.07022715442712796,1.0,-0.36674417930003655,0.19667169151795583,1.0,0.7777632864128429,20,0.33392053842544556
41,0.08678487945615815,1.0,-0.880685029640355,0.27424065225363226,1.0,1.2837367951995453,22,0.15113627910614014
42,0.008813832835159206,1.0,-0.3164959938877362,0.21717258800831468,1.0,2.173492006243307,18,0.001238331082277
43,0.13144440872851595,1.0,-0.7119428074335474,0.12722536247964783,1.0,1.0616942158207217,19,0.11171889305114746
44,0.09580796829486186,1.0,-0.5683961838198743,0.11107559373572258,1.0,2.492594845170929,9,1.9285678263258887e-06
45,0.10093763758744333,1.0,-0.3821974029178934,0.19363665330146504,1.0,1.4012704638760263,2,0.0014439532533288002
46,0.17858384440720423,1.0,-0.9333710601186845,0.2942343619154819,1.0,0.28622387963465934,4,0.7551451325416565
47,0.08315951111214569,1.0,-0.548989674813552,0.25124410192174185,1.0,1.7628442070916535,17,0.05302686244249344
48,0.08738653824664792,1.0,-0.292436178983272,0.21300989930517034,1.0,1.964779735499565,17,0.028344489634037018
49,0.12020821274695825,1.0,-0.24255229629950203,0.13240703698686274,1.0,1.6003613022448244,9,0.004307461436837912
50,0.10704484996546847,1.0,-0.051571992677477696,0.16429705273993814,1.0,2.2654819344679975,12,0.0036127427592873573
51,0.008237877241087892,1.0,-0.8769863639812648,0.1869712058075496,1.0,2.9658023376577405,5,0.0
52,0.19409274671322962,1.0,-0.5240776356368784,0.17207721971773587,1.0,1.3903076025273329,28,2566.501708984375
53,0.1464545507938984,1.0,-0.7000586540028628,0.2830226129736154,1.0,0.2635483950835815,15,0.9499404430389404
54,0.13669765851319118,1.0,-0.48958827944828337,0.1890523532861288,1.0,0.6134405488232737,1,0.3934870958328247
55,0.04548169570620597,1.0,-0.14672250809812504,0.10660321752462265,1.0,1.8210157450141622,5,0.0
56,0.08695581425539485,1.0,-0.7616864186465948,0.28587149937277034,1.0,2.529216500261194,26,0.07754667103290558
57,0.10210727977554337,1.0,-0.9367836506736191,0.26920114408560836,1.0,2.1476087780245514,14,0.015105943195521832
58,0.14911440747599045,1.0,-0.8675229636523523,0.13762241392796,1.0,1.6069426548621817,21,0.03679633140563965
59,0.06436322769296617,1.0,-0.22557760703968155,0.21761598153485578,1.0,0.3005216472309795,5,0.7318142056465149
60,0.03830425874383684,1.0,-0.9612131126221415,0.11302190344955797,1.0,0.32222174248424135,17,0.6858249306678772
61,0.06160788203073607,1.0,-0.46305735059206976,0.22924242314907403,1.0,0.798734502481859,3,0.2255086451768875
62,0.09164403772080239,1.0,-0.5615260026548827,0.26514217599088363,1.0,1.9911032568222604,5,0.0019463651115074754
63,0.04800120618262593,1.0,-0.3484720088125537,0.15178763193971445,1.0,2.3385308129827806,5,0.0
64,0.08575149959439582,1.0,-0.9054568201346761,0.13147718445211992,1.0,1.7118060915353055,18,0.003128571668639779
65,0.02102849579214388,1.0,-0.5763550392071435,0.2626802248084127,1.0,0.3521637703800868,12,0.6740979552268982
66,0.1511024385058327,1.0,-0.4474966982336557,0.23941572505335587,1.0,0.8711597714681085,29,36.181522369384766
67,0.19646865644702938,1.0,-0.26334438580362307,0.1530422783188422,1.0,2.4141964791629733,16,0.0879456028342247
68,0.06541412381629921,1.0,-0.7740486755580576,0.21705636802620137,1.0,2.2290339954357976,21,0.012274489738047123
69,0.19339880192122924,1.0,-0.018258439478014532,0.2338939024970481,1.0,0.6778955740883711,9,0.526896059513092
70,0.14221807808469472,1.0,-0.8513248655891718,0.18437042883755517,1.0,2.079833221268409,24,0.06180943176150322
71,0.037724035472431236,1.0,-0.10225375525668645,0.26918301289181623,1.0,2.1018139705062584,7,0.0008860906236805022
72,0.16378289876476396,1.0,-0.060332916799765934,0.1450503039309219,1.0,2.5885424173205718,23,0.09914173930883408
73,0.024130710983324553,1.0,-0.24757299030676538,0.28902600103625486,1.0,1.209732401396711,29,0.17787382006645203
74,0.024291507985889253,1.0,-0.036815911809006674,0.18656125039459445,1.0,2.1447380848288415,22,0.0025588148273527622
75,0.1377703698322367,1.0,-0.7012987969645578,0.24879053159003137,1.0,2.9140386304467305,24,0.14739865064620972
76,0.05528884848067675,1.0,-0.8893311788487781,0.10806663225297256,1.0,1.7553497809819398,10,3.3329747566313017e-06
77,0.10711883384866765,1.0,-0.2913512445922163,0.22488281021107676,1.0,0.317518446120658,10,0.779714047908783
78,0.11427113263624561,1.0,-0.49514762290881636,0.1028943107255175,1.0,1.981807917554822,18,0.0032639901619404554
79,0.09222585985107963,1.0,-0.7430493960999243,0.27368690346387403,1.0,0.7999517977978486,21,0.3961825370788574
80,0.1230587913305745,1.0,-0.5118460546443198,0.13515557396024308,1.0,2.1707103353273234,6,4.437877214513719e-05
81,0.1571076346112557,1.0,-0.8069804637539141,0.16249363520733628,1.0,2.7366239523468145,19,0.02584860287606716
82,0.033614914592447045,1.0,-0.5201436869412029,0.25664643017960537,1.0,1.9354085400644634,5,0.0002516524400562048
83,0.1828052017594292,1.0,-0.5738986641849825,0.20498039506780635,1.0,2.01147519956138,22,1.4823046922683716
84,0.08619003659614409,1.0,-0.5491052295516891,0.1041867179957728,1.0,1.7081503082978367,8,4.183587952866219e-05
85,0.049412374287547266,1.0,-0.5898576425294997,0.1814412146010447,1.0,0.9045465322757037,8,0.14432834088802338
86,0.09715797483329834,1.0,-0.8726698901726405,0.11219330187370165,1.0,2.561313281744836,24,0.0009067297214642167
87,0.11582992034823171,1.0,-0.8462999763018849,0.2521027359086617,1.0,1.7092881820567172,23,0.11629790812730789
88,0.16795635323542216,1.0,-0.7664020140657953,0.26594284912196536,1.0,0.6804446085275652,23,2.393890619277954
89,0.004314497381457002,1.0,-0.37308058395476595,0.2826216587632152,1.0,2.179316326939496,27,0.017773443832993507
90,0.1180700202962809,1.0,-0.0574425808021809,0.21226442635500728,1.0,0.9187220215756313,9,0.20277118682861328
91,0.04905411128778517,1.0,-0.5101787183935586,0.19010254188710182,1.0,1.481679563548491,17,0.024312699213624
92,0.04094455931283179,1.0,-0.027805807460366205,0.1876424934146584,1.0,0.4550900603200955,11,0.5794726014137268
93,0.16935700560600894,1.0,-0.8125300774527452,0.11056025388979625,1.0,0.9895119639652781,18,0.13743014633655548
94,0.11836629847394851,1.0,-0.24958338579743922,0.280794248418499,1.0,2.20800766005742,2,0.00019218497618567199
95,0.07337216277566587,1.0,-0.7708834961775198,0.11897838681567466,1.0,0.5294813276353685,15,0.5017061829566956
96,0.06913568844235257,1.0,-0.43302798623693606,0.29476801530897545,1.0,2.3994281466310694,16,0.027279669418931007
97,0.17589356766278164,1.0,-0.498547191925951,0.10123641925130017,1.0,0.07998425522275134,26,1.1666849851608276
98,0.05554246704552171,1.0,-0.24552872028629336,0.15195665486889848,1.0,0.4997283792990894,7,0.5241201519966125
99,0.17768099957094496,1.0,-0.37872045006130495,0.24235779439693206,1.0,0.13805369002868842,19,2.4863221645355225
100,0.015796410412756784,1.0,-0.7883925348305023,0.26716833600193357,1.0,2.076030927406313,29,0.02393496036529541
101,0.058403852770373466,1.0,-0.36915629895871316,0.1917072267937016,1.0,0.18333985933732064,20,0.8967946767807007
102,0.13576175041454017,1.0,-0.10342387975824696,0.15648237867011497,1.0,0.1348265751074301,4,0.9038127660751343
103,0.18007126806456564,1.0,-0.6585615464774361,0.20137174733795826,1.0,1.686017835665187,23,2.0710315704345703
104,0.018137211450922182,1.0,-0.45991679131354324,0.19245648010213917,1.0,1.8977045390839804,17,0.002057441743090749
105,0.13602280571644254,1.0,-0.7699708960043354,0.1512719911556431,1.0,1.7380452445835637,24,0.056263748556375504
106,0.12114694236415967,1.0,-0.8940172754051916,0.11440055955403641,1.0,0.14994706045973394,20,0.8987721800804138
107,0.009149670493641942,1.0,-0.5531749896514818,0.13465930978323354,1.0,2.0664872864313657,10,0.0
108,0.09317711626990736,1.0,-0.6383208034472565,0.19556165623089578,1.0,2.8520252242584445,19,0.007717272266745567
109,0.14533595432193658,1.0,-0.10342958983779305,0.11846080184507474,1.0,0.1566938866327953,19,0.9864459037780762
110,0.0033088540000065286,1.0,-0.34876435128081185,0.28642833869530804,1.0,0.6473381178289883,23,0.3983954191207886
111,0.08294631258212412,1.0,-0.19621096651342929,0.25055753770122646,1.0,1.3036191472882186,28,0.2579234838485718
112,0.005892311391546612,1.0,-0.9285556283196285,0.1598010875844632,1.0,0.45004066786415564,20,0.5545461177825928
113,0.004063308696568654,1.0,-0.46062814786659734,0.27350366040339535,1.0,2.6133564755736916,6,0.0
114,0.04160511996187904,1.0,-0.6396657692623238,0.26651101855291626,1.0,0.07019149111995598,26,1.016406536102295
115,0.09705792037856027,1.0,-0.12630449328949722,0.2205867504199008,1.0,0.45626349451186243,1,0.5502578020095825
116,0.18765714098826056,1.0,-0.4670899268556541,0.27482567477282493,1.0,1.302658479271053,29,8284043.0
117,0.03388049658599758,1.0,-0.7878982143045982,0.1327990701020873,1.0,2.6824157388381393,21,9.711322491057217e-06
118,0.16986222346140498,1.0,-0.8418203208280033,0.12222895642717822,1.0,0.045560268451310504,7,0.9874772429466248
119,0.10751325409968,1.0,-0.1941402384575862,0.2989297910557328,1.0,1.0862290898578864,18,0.3318887948989868
120,0.16910031082115373,1.0,-0.32554453253845905,0.13421617913387648,1.0,2.3661325047188386,15,0.018481586128473282
121,0.19672532742535404,1.0,-0.4738276424384934,0.13888968247150102,1.0,0.06103829272561097,2,0.9655066728591919
122,0.07675870778102853,1.0,-0.13429074174010092,0.17569908318754635,1.0,1.908871322171884,9,0.0013909871922805905
123,0.12846125266265246,1.0,-0.3624935347847249,0.1666781813152077,1.0,2.681838106309254,6,6.798024696763605e-05
124,0.005435056131623113,1.0,-0.0846432416353764,0.12068541390552814,1.0,1.0052541176543326,9,0.050104424357414246
125,0.02766940498999931,1.0,-0.05167039841877086,0.16085701986846426,1.0,1.1193246907017935,2,0.008686352521181107
126,0.011306026105103912,1.0,-0.7459381452795479,0.10072363362452881,1.0,2.911256805573465,2,0.0
127,0.13735088833119802,1.0,-0.8426704687518417,0.21764117554230245,1.0,2.9524177692167624,21,0.039107050746679306
128,0.18433642156985527,1.0,-0.2305036146072621,0.22889470030501674,1.0,2.6506994233122323,14,0.11655028909444809
129,0.19698371827165115,1.0,-0.6714491264112983,0.17258540706726982,1.0,2.717030557461896,19,0.6774755120277405
130,0.1785976349663968,1.0,-0.6331180386323016,0.23042356375013798,1.0,1.164052383839425,15,0.2622489333152771
131,0.06428929078477867,1.0,-0.9298184463288917,0.2341866839696588,1.0,2.3668132688473706,25,0.013175911270081997
132,0.13822498813305917,1.0,-0.7315079646355633,0.12861570960575275,1.0,0.8299286400686567,9,0.21546821296215057
133,0.003969166990014179,1.0,-0.8240508899854795,0.21943023629239541,1.0,2.84102448611764,23,0.00024236744502559304
134,0.14168895943487358,1.0,-0.5208925837306007,0.23062865488958387,1.0,2.9712828353271363,21,0.10698071122169495
135,0.19089755783951923,1.0,-0.6812860504473737,0.23228573400984967,1.0,2.7729272559404,5,0.0021987296640872955
136,0.19287807136877289,1.0,-0.14077800256976192,0.21074670777824786,1.0,2.32485964826438,15,0.16804027557373047
137,0.07404261589641714,1.0,-0.1872682161603334,0.10962034433149742,1.0,0.15655491709609962,13,0.8825181126594543
138,0.19323432261104206,1.0,-0.258762686271224,0.2944272614372309,1.0,0.5332249974662499,19,20.408174514770508
139,0.08848132458293619,1.0,-0.6204848120087634,0.15669613265565266,1.0,0.6613435562585108,21,0.4283977150917053
140,0.11404911211888023,1.0,-0.3864921466300897,0.19260586993079354,1.0,2.982493923071911,9,0.0006560292094945908
141,0.1610848161169684,1.0,-0.2849209075476168,0.2881096413843145,1.0,0.1207767268962203,8,1.0497069358825684
142,0.08638325170401745,1.0,-0.7393574490742478,0.18535968485809917,1.0,0.6837929025169487,2,0.32962703704833984
143,0.1589077530755708,1.0,-0.7192907505975589,0.15848447596086684,1.0,2.4428231666467215,6,0.00027319288346916437
144,0.10633610618645957,1.0,-0.4552328070140339,0.2503260806539562,1.0,2.6389849968070838,19,0.04902203008532524
145,0.0353233932663415,1.0,-0.8827762908279686,0.28484923232458126,1.0,2.3868579733990396,29,0.026274267584085464
146,0.17199769177627586,1.0,-0.5783962006655929,0.25941825682857705,1.0,2.0926186441382755,25,87.71476745605469
147,0.1578132953800432,1.0,-0.17546986903841022,0.13398173551947365,1.0,0.26329193257260625,4,0.7745378613471985
148,0.0524338432369607,1.0,-0.5237921806348085,0.16483604097340038,1.0,0.5158753576320417,19,0.5365437269210815
149,0.0373979110193724,1.0,-0.3336383932585766,0.2658650463014588,1.0,1.7926459654012759,19,0.03463476896286011
150,0.13335821054047747,1.0,-0.3097669272594433,0.1534153686488451,1.0,0.2561919780208825,15,0.8675855994224548
151,0.1124234141747578,1.0,-0.29203955393727044,0.26700909047415067,1.0,1.0055204376756284,14,0.2609565258026123
152,0.08853801420506778,1.0,-0.25482046862268726,0.19980231069954862,1.0,0.026877231340495723,10,1.0429909229278564
153,0.1868568175506356,1.0,-0.3654494417056334,0.1505878549568263,1.0,1.0934150792964943,15,0.18900127708911896
154,0.02621511845443847,1.0,-0.21296198838782365,0.27842180886828316,1.0,1.3153936149818697,22,0.11002669483423233
155,0.19667472547894044,1.0,-0.4866010871707239,0.27931044768966684,1.0,2.9302348140123677,10,0.0748954564332962
156,0.05256956789050764,1.0,-0.2159174714322647,0.2409174870727078,1.0,0.993005510266127,10,0.1408359557390213
157,0.008055177108583268,1.0,-0.5349694965184514,0.24020239710368665,1.0,2.0559056192905247,29,0.013782165013253689
158,0.012700114603976877,1.0,-0.15771058615163214,0.17822183859680024,1.0,0.7640202086334738,21,0.2715538740158081
159,0.06577009156904641,1.0,-0.4815958418460424,0.28791700933954767,1.0,0.1677608326467023,8,0.8914133906364441
160,0.1715914691261325,1.0,-0.8452085318645955,0.17927162679360678,1.0,0.3503063363209179,2,0.6692214012145996
161,0.14676208392203802,1.0,-0.15644167239531093,0.19496813289256681,1.0,0.034199123777648055,24,1.3859214782714844
162,0.012339016488672267,1.0,-0.9053827312404924,0.22242150471562305,1.0,2.205899697958534,5,0.0
163,0.04544341691613559,1.0,-0.2523864576693652,0.188388933577993,1.0,0.17535530794173268,22,0.8937324285507202
164,0.06339900292889535,1.0,-0.12904790696821145,0.29700087952981485,1.0,0.9026214250725871,9,0.2250726968050003
165,0.09721621442232901,1.0,-0.9367124907686285,0.1393134239369013,1.0,0.8910278634402139,16,0.1627492606639862
166,0.19675971628967429,1.0,-0.10052830903133203,0.16855157109560406,1.0,0.3287815048830689,26,93.6796875
167,0.01590404627066029,1.0,-0.7602839549362546,0.1622614428123824,1.0,0.7040694221987226,26,0.3211170732975006
168,0.1525266300607454,1.0,-0.21475073661594035,0.17064626558871576,1.0,1.3911184757405979,5,0.01285697240382433
169,0.08481949901538857,1.0,-0.26699861745810005,0.17729353262722455,1.0,0.3767284293778658,12,0.6926762461662292
170,0.0797154846033057,1.0,-0.868660773145148,0.13226382886525784,1.0,0.7580635204935803,2,0.24836471676826477
171,0.019868796345592084,1.0,-0.5271480310424109,0.17439428862146888,1.0,2.5180827550443556,26,0.0006110435933806002
172,0.12785255196668432,1.0,-0.1659412658956928,0.24606591544991593,1.0,0.24874015920988865,9,0.8745420575141907
173,0.10932426766172701,1.0,-0.8664673732085195,0.2064406179804723,1.0,2.6594990135847674,7,7.31271575205028e-05
174,0.018909601438202514,1.0,-0.06584740372573217,0.18215159247514803,1.0,0.12690334939060333,17,0.8966451287269592
175,0.10648346484936243,1.0,-0.8582489248895591,0.20788565559302946,1.0,0.4907663415729868,13,0.5695746541023254
176,0.03742736575718199,1.0,-0.001609278081705967,0.19389102657783025,1.0,0.7872131919093189,22,0.2926423251628876
177,0.10930469734255888,1.0,-0.34443832814831143,0.2532300585032896,1.0,2.0993820812821986,22,0.12911897897720337
178,0.0580582818747176,1.0,-0.8160572323572706,0.19504614068090673,1.0,2.397800121466892,14,0.0005759080522693694
179,0.11688082515236249,1.0,-0.1114129914093156,0.27918496186446484,1.0,0.3955845708206812,22,0.9868428111076355
180,0.02693430589648902,1.0,-0.3117662780786672,0.19575365659604335,1.0,2.71006609382485,11,2.189506085414905e-05
181,0.03623608437897887,1.0,-0.9307215533901423,0.2693051941769128,1.0,2.0811279583732203,18,0.010313991457223892
182,0.04481951061280648,1.0,-0.016488537814382864,0.16666499159772039,1.0,0.15696441870869188,17,0.8909028172492981
183,0.04838682090688467,1.0,-0.36482220469816584,0.18696071561258076,1.0,1.473415144271758,16,0.02216065302491188
184,0.1438374926727433,1.0,-0.4043234575430552,0.11083385909158193,1.0,0.5029749914593291,7,0.5390457510948181
185,0.17169964112108838,1.0,-0.9223526384089297,0.14078199512706352,1.0,0.6496398678439296,22,0.45607173442840576
186,0.0824374195999808,1.0,-0.7171856913915331,0.14416127218030225,1.0,0.5133727659772663,6,0.5076694488525391
187,0.07789541446836014,1.0,-0.2561073699166485,0.29050303279140194,1.0,1.6781864428967717,9,0.029951268807053566
188,0.07755933014353512,1.0,-0.7208182900540612,0.17452278112905287,1.0,1.8781262602284783,8,0.0005147308693267405
189,0.19640096452973954,1.0,-0.8976414593427693,0.2093959116907828,1.0,1.1829351637097232,17,0.2594914436340332
190,0.027345257923386677,1.0,-0.425767458900281,0.29898924024596774,1.0,0.6010032050609223,5,0.42398062348365784
191,0.12968018625152944,1.0,-0.13213614921617034,0.18978974962962214,1.0,1.7032396860542438,5,0.003627426689490676
192,0.1739831433762349,1.0,-0.12733036192043223,0.20188138446972603,1.0,1.636864165481901,29,132.64125061035156
193,0.01664715755926912,1.0,-0.29524454893708607,0.22441111975162858,1.0,1.4194215701963893,18,0.0339147113263607
194,0.03496585492214959,1.0,-0.6617753535133803,0.2911992735256578,1.0,0.30861114096862063,14,0.7386172413825989
195,0.19331386294188743,1.0,-0.0797760000569736,0.10047354404794336,1.0,1.968103908590341,29,3.6975784301757812
196,0.19709899488481997,1.0,-0.2849181794328248,0.20114693827383945,1.0,1.2792724109101372,17,0.5959447026252747
197,0.12757216693585446,1.0,-0.36041965339682625,0.19764800998399598,1.0,0.18281672803448956,2,0.8441910147666931
198,0.11774024719427907,1.0,-0.8478821727479497,0.23734691031124902,1.0,2.0539057733328896,7,0.002600705483928323
199,0.16596336613853588,1.0,-0.6154420795003963,0.10851153502707932,1.0,2.586874127567044,20,0.01798277720808983
200,0.1451967572936411,1.0,-0.03490992224531109,0.15031066416628808,1.0,2.138960987579504,8,0.002217764500528574
201,0.1673958655020551,1.0,-0.8530447741663781,0.23444579000802304,1.0,0.07459838297964672,29,1.912162184715271
202,0.13861540657778365,1.0,-0.4242612414218607,0.19125204711930588,1.0,1.9573629490980313,29,0.4038792848587036
203,0.12886812924917831,1.0,-0.8254210366212371,0.17872982263831874,1.0,2.2791464683181184,19,0.019563494250178337
204,0.19275208940176217,1.0,-0.3082315212788608,0.24298752700203838,1.0,0.9157148179137166,24,197.46035766601562
205,0.08710940677965141,1.0,-0.2518379895720291,0.12741767217536096,1.0,0.022887051379878537,19,1.0552839040756226
206,0.09735016913324382,1.0,-0.18635012226715686,0.2824615399404581,1.0,2.491822185787349,15,0.04019484668970108
207,0.08165136572681124,1.0,-0.9661316943095862,0.180469545077149,1.0,2.493403426497504,20,0.0017425630940124393
208,0.08101413130946707,1.0,-0.40122113448476093,0.15624656869828038,1.0,1.1326500569063058,15,0.07216019183397293
209,0.160650225609724,1.0,-0.07236443231977663,0.11669426694514695,1.0,2.957890652026143,27,0.13447770476341248
210,0.048830629380733126,1.0,-0.5524308901384981,0.13678694834212304,1.0,0.5289077886036122,21,0.514076828956604
211,0.07939516479513645,1.0,-0.20706460259424864,0.13172369772928566,1.0,2.6816691907966637,17,0.0004071295843459666
212,0.11975208733091992,1.0,-0.05513717526327622,0.26948564290752375,1.0,1.6467718023548537,8,0.038815904408693314
213,0.024702017817327636,1.0,-0.6167636735324376,0.13099547973557935,1.0,0.07524406145127847,21,0.9447029232978821
214,0.17031058134788413,1.0,-0.2788122132722116,0.26730773329745394,1.0,1.091558240214975,26,173.88722229003906
215,0.1612649348823655,1.0,-0.9282959721410513,0.16545384446167416,1.0,2.7756958097370967,11,0.00120870943646878
216,0.0433856751335252,1.0,-0.692314120438906,0.125911834354884,1.0,1.5703229762252107,3,0.0
217,0.15567180345484832,1.0,-0.15153717809661527,0.19173494036029298,1.0,2.2189811165789117,14,0.04410090669989586
218,0.16035953321582933,1.0,-0.10336247474021842,0.15988241872583134,1.0,1.4006268329618752,16,0.10532695055007935
219,0.1099706965231961,1.0,-0.4731222450162565,0.29210999719104913,1.0,1.7928635435826803,3,0.00298138614743948
220,0.06000891846635539,1.0,-0.4700130462905426,0.24260734931111197,1.0,0.2067329989205053,18,0.8854657411575317
221,0.048735731628709436,1.0,-0.45260186563188054,0.28038201868507184,1.0,0.41237484552006737,1,0.5911257863044739
222,0.07022071020821821,1.0,-0.6994199671649384,0.2775068679978052,1.0,0.555985409944964,27,0.6073647737503052
223,0.023911984637171826,1.0,-0.71601651158647,0.24941113892060618,1.0,1.930772738464166,25,0.022708598524332047
224,0.17336874005969372,1.0,-0.8654706683297467,0.14479577246491554,1.0,0.7892193433902852,23,0.3844069838523865
225,0.17746034275828665,1.0,-0.03597887946124323,0.14586981995244627,1.0,1.5759281676150367,15,0.07483481615781784
226,0.16698335381265775,1.0,-0.24551710427216766,0.23219997406496964,1.0,1.5105451175692972,20,0.6555776596069336
227,0.10356630674281268,1.0,-0.12344351438333989,0.23903445602663034,1.0,1.7270691379927574,25,0.18292421102523804
228,0.07433979030132394,1.0,-0.02904587448144358,0.21666716620162949,1.0,0.5745968564620324,10,0.4916541278362274
229,0.19265226506627164,1.0,-0.03713112792181639,0.1149742157715835,1.0,2.7704532241643998,4,1.0777914212667383e-05
230,0.17265168140453058,1.0,-0.7264480556080656,0.10122193064425661,1.0,1.061857184898162,7,0.036708440631628036
231,0.051071652971190123,1.0,-0.5944212192336236,0.14630313525178879,1.0,1.8902667623972438,5,5.369651034925482e-07
232,0.03705013680268846,1.0,-0.8352917541094291,0.21355260903121553,1.0,2.7141026309812055,13,5.791788862552494e-05
233,0.05615023479274401,1.0,-0.5743388373205702,0.1881955457938868,1.0,0.5644654623925671,21,0.5051063299179077
234,0.16602632369280806,1.0,-0.33420928283115203,0.12219910918284659,1.0,1.2220988706966984,17,0.09629878401756287
235,0.04846654316839119,1.0,-0.20714649340510427,0.2944473696113794,1.0,0.20065657840870318,9,0.8555829524993896
236,0.11334112781656505,1.0,-0.4245040652232204,0.26941677943047476,1.0,0.9144281014933788,6,0.1953897625207901
237,0.13122741384498027,1.0,-0.1732621628314197,0.24734600859952274,1.0,2.0206164024468993,17,0.11067827045917511
238,0.0035670350854207227,1.0,-0.5509051385989974,0.16307866483495673,1.0,1.4983565222998245,27,0.011875101365149021
239,0.07122235562855714,1.0,-0.3082436746645776,0.13455078269638326,1.0,1.2988836711512568,25,0.05197088420391083
240,0.0660177709927488,1.0,-0.3455528574607464,0.11972539516109702,1.0,2.670549637710191,22,0.00043811980867758393
