S/K,ttm,V,vol_of_vol,beta,rho,call_payoff,digital_payoff,path
0.8703418970108032,0.09999999999999998,0.17997899067965653,0.1,1.0,0.7,0.0,0,0
0.8637770414352417,0.08999999999999997,0.1776854310271344,0.1,1.0,0.7,0.0,0,0
0.8612821698188782,0.07999999999999996,0.17744262375351974,0.1,1.0,0.7,0.0,0,0
0.858880341053009,0.06999999999999995,0.1778020228096319,0.1,1.0,0.7,0.0,0,0
0.852631688117981,0.05999999999999994,0.17690069488024382,0.1,1.0,0.7,0.0,0,0
0.8426607847213745,0.04999999999999993,0.17827173640379923,0.1,1.0,0.7,0.0,0,0
0.8279647827148438,0.040000000000000036,0.17840335350160377,0.1,1.0,0.7,0.0,0,0
0.8249961137771606,0.030000000000000027,0.18029964143187144,0.1,1.0,0.7,0.0,0,0
0.81068354845047,0.020000000000000018,0.17964778800766354,0.1,1.0,0.7,0.0,0,0
0.8458874225616455,0.010000000000000009,0.1851935430041686,0.1,1.0,0.7,0.0,0,0
0.829567551612854,0.0,0.18414188404201673,0.1,1.0,0.7,0.0,0,1
1.0,1.0,0.2,0.1,1.0,0.7,0.0,0,1
0.9819521307945251,0.99,0.1981915657258585,0.1,1.0,0.7,0.0,0,1
0.9860278367996216,0.98,0.19615811851717238,0.1,1.0,0.7,0.0,0,1
0.9782508611679077,0.97,0.19573499026838048,0.1,1.0,0.7,0.0,0,1
0.9652881026268005,0.96,0.1923884091579927,0.1,1.0,0.7,0.0,0,1
0.956735372543335,0.95,0.19294630184189435,0.1,1.0,0.7,0.0,0,1
0.9294069409370422,0.94,0.1892954238191836,0.1,1.0,0.7,0.0,0,1
0.9194617867469788,0.9299999999999999,0.18959222715042945,0.1,1.0,0.7,0.0,0,1
0.8987523317337036,0.92,0.18703823767511407,0.1,1.0,0.7,0.0,0,1
0.9043533802032471,0.91,0.18631711501507406,0.1,1.0,0.7,0.0,0,1
0.8906988501548767,0.9,0.1874375166642916,0.1,1.0,0.7,0.0,0,1
0.9228045344352722,0.89,0.19179669335900804,0.1,1.0,0.7,0.0,0,1
0.9124537110328674,0.88,0.1897307414985413,0.1,1.0,0.7,0.0,0,1
0.9032864570617676,0.87,0.18943628528020628,0.1,1.0,0.7,0.0,0,1
0.8769462704658508,0.86,0.18806077009882963,0.1,1.0,0.7,0.0,0,1
0.8677536845207214,0.85,0.18642265835797445,0.1,1.0,0.7,0.0,0,1
0.8535404205322266,0.84,0.1850852850792608,0.1,1.0,0.7,0.0,0,1
0.8652783632278442,0.83,0.18660748199303123,0.1,1.0,0.7,0.0,0,1
0.8600139617919922,0.8200000000000001,0.18568966738870651,0.1,1.0,0.7,0.0,0,1
0.903425931930542,0.81,0.18990424137978518,0.1,1.0,0.7,0.0,0,1
0.9054890275001526,0.8,0.19068631439605857,0.1,1.0,0.7,0.0,0,1
0.8806610703468323,0.79,0.18876061752264992,0.1,1.0,0.7,0.0,0,1
0.8785222172737122,0.78,0.18806028691439217,0.1,1.0,0.7,0.0,0,1
0.871844470500946,0.77,0.18654903310148252,0.1,1.0,0.7,0.0,0,1
0.8967400789260864,0.76,0.18803813784428247,0.1,1.0,0.7,0.0,0,1
0.8874531388282776,0.75,0.18497247062346234,0.1,1.0,0.7,0.0,0,1
0.8762280941009521,0.74,0.18249951085279503,0.1,1.0,0.7,0.0,0,1
0.8863173127174377,0.73,0.181414057936662,0.1,1.0,0.7,0.0,0,1
0.8803538680076599,0.72,0.18264812716451995,0.1,1.0,0.7,0.0,0,1
0.886886477470398,0.71,0.18490498568480782,0.1,1.0,0.7,0.0,0,1
0.8918827772140503,0.7,0.18746600534763447,0.1,1.0,0.7,0.0,0,1
0.8934290409088135,0.69,0.18845241587786365,0.1,1.0,0.7,0.0,0,1
0.8758988976478577,0.6799999999999999,0.1882868586876737,0.1,1.0,0.7,0.0,0,1
0.8925529718399048,0.6699999999999999,0.18977950573259528,0.1,1.0,0.7,0.0,0,1
0.8762942552566528,0.6599999999999999,0.18761047951101248,0.1,1.0,0.7,0.0,0,1
0.8377974629402161,0.6499999999999999,0.18417222471653394,0.1,1.0,0.7,0.0,0,1
0.8313227295875549,0.64,0.18496889938277739,0.1,1.0,0.7,0.0,0,1
0.8239405751228333,0.63,0.18310887390927322,0.1,1.0,0.7,0.0,0,1
0.8322811126708984,0.62,0.1829801812888117,0.1,1.0,0.7,0.0,0,1
0.8552723526954651,0.61,0.1831900462682643,0.1,1.0,0.7,0.0,0,1
0.8905968070030212,0.6,0.183635958932023,0.1,1.0,0.7,0.0,0,1
0.9061729311943054,0.59,0.18535691360005474,0.1,1.0,0.7,0.0,0,1
0.9040864706039429,0.5800000000000001,0.1868963118574976,0.1,1.0,0.7,0.0,0,1
0.8806657195091248,0.5700000000000001,0.1872517525373976,0.1,1.0,0.7,0.0,0,1
0.8787161111831665,0.56,0.18641657666322192,0.1,1.0,0.7,0.0,0,1
0.8704418540000916,0.55,0.18660824069315363,0.1,1.0,0.7,0.0,0,1
0.8588446974754333,0.54,0.1854896982776689,0.1,1.0,0.7,0.0,0,1
0.8496905565261841,0.53,0.1851164444248039,0.1,1.0,0.7,0.0,0,1
0.8769362568855286,0.52,0.1900176173258904,0.1,1.0,0.7,0.0,0,1
0.8917465209960938,0.51,0.19035460744137664,0.1,1.0,0.7,0.0,0,1
0.8990002870559692,0.5,0.1912040414737752,0.1,1.0,0.7,0.0,0,1
0.8885642886161804,0.49,0.18985038817547858,0.1,1.0,0.7,0.0,0,1
0.8881332278251648,0.48,0.1917873230208248,0.1,1.0,0.7,0.0,0,1
0.8768270015716553,0.47,0.1932413237030699,0.1,1.0,0.7,0.0,0,1
0.8800438642501831,0.45999999999999996,0.19472013358127882,0.1,1.0,0.7,0.0,0,1
0.8819633722305298,0.44999999999999996,0.19512926331087826,0.1,1.0,0.7,0.0,0,1
0.9161502122879028,0.43999999999999995,0.19714788426809243,0.1,1.0,0.7,0.0,0,1
0.9339087605476379,0.42999999999999994,0.1996610104298057,0.1,1.0,0.7,0.0,0,1
0.9506903886795044,0.42000000000000004,0.200217038337619,0.1,1.0,0.7,0.0,0,1
0.9423761963844299,0.41000000000000003,0.19997769718427824,0.1,1.0,0.7,0.0,0,1
0.9382298588752747,0.4,0.20176457676279813,0.1,1.0,0.7,0.0,0,1
0.9132019281387329,0.39,0.19993859673558878,0.1,1.0,0.7,0.0,0,1
0.894569456577301,0.38,0.1984983326374572,0.1,1.0,0.7,0.0,0,1
0.9208981990814209,0.37,0.19838264115645068,0.1,1.0,0.7,0.0,0,1
0.8879128098487854,0.36,0.1949482475514117,0.1,1.0,0.7,0.0,0,1
0.9083057045936584,0.35,0.19655849645740597,0.1,1.0,0.7,0.0,0,1
0.8847594261169434,0.33999999999999997,0.1946651572015472,0.1,1.0,0.7,0.0,0,1
0.8905332088470459,0.32999999999999996,0.19373980157453008,0.1,1.0,0.7,0.0,0,1
0.8927004337310791,0.31999999999999995,0.19331736832949908,0.1,1.0,0.7,0.0,0,1
0.8912445902824402,0.30999999999999994,0.19338366207500277,0.1,1.0,0.7,0.0,0,1
0.8865967988967896,0.29999999999999993,0.19271059761356918,0.1,1.0,0.7,0.0,0,1
0.8778015971183777,0.29000000000000004,0.1925711813905277,0.1,1.0,0.7,0.0,0,1
0.8824809193611145,0.28,0.1924467674025665,0.1,1.0,0.7,0.0,0,1
0.871648371219635,0.27,0.1915788116292767,0.1,1.0,0.7,0.0,0,1
0.8479944467544556,0.26,0.190093741795217,0.1,1.0,0.7,0.0,0,1
0.8454862236976624,0.25,0.19215110497941257,0.1,1.0,0.7,0.0,0,1
0.8235567212104797,0.24,0.18814030930924186,0.1,1.0,0.7,0.0,0,1
0.8387985229492188,0.22999999999999998,0.18774428654385117,0.1,1.0,0.7,0.0,0,1
0.8354288935661316,0.21999999999999997,0.18685667222239277,0.1,1.0,0.7,0.0,0,1
0.8386825919151306,0.20999999999999996,0.1876314711448892,0.1,1.0,0.7,0.0,0,1
0.8258750438690186,0.19999999999999996,0.18491326016850657,0.1,1.0,0.7,0.0,0,1
0.8347756266593933,0.18999999999999995,0.18398219704925262,0.1,1.0,0.7,0.0,0,1
0.8360813856124878,0.17999999999999994,0.18378478024395262,0.1,1.0,0.7,0.0,0,1
0.8430819511413574,0.16999999999999993,0.18575268465054162,0.1,1.0,0.7,0.0,0,1
0.8590959906578064,0.16000000000000003,0.1863614348366284,0.1,1.0,0.7,0.0,0,1
0.8507346510887146,0.15000000000000002,0.18415966098206438,0.1,1.0,0.7,0.0,0,1
0.8625713586807251,0.14,0.1832549471075807,0.1,1.0,0.7,0.0,0,1
0.8744438886642456,0.13,0.18487665082877305,0.1,1.0,0.7,0.0,0,1
0.8467186689376831,0.12,0.18266084032935548,0.1,1.0,0.7,0.0,0,1
0.8307557702064514,0.10999999999999999,0.18250811888613022,0.1,1.0,0.7,0.0,0,1
0.848534882068634,0.09999999999999998,0.18248234973324962,0.1,1.0,0.7,0.0,0,1
0.8634136319160461,0.08999999999999997,0.18177063116667225,0.1,1.0,0.7,0.0,0,1
0.8910171985626221,0.07999999999999996,0.18672802413682665,0.1,1.0,0.7,0.0,0,1
0.8816574215888977,0.06999999999999995,0.18594962936822854,0.1,1.0,0.7,0.0,0,1
0.9039294719696045,0.05999999999999994,0.18677851045439117,0.1,1.0,0.7,0.0,0,1
0.8815251588821411,0.04999999999999993,0.18534342723189595,0.1,1.0,0.7,0.0,0,1
0.8771212697029114,0.040000000000000036,0.18631484309238688,0.1,1.0,0.7,0.0,0,1
0.8945906162261963,0.030000000000000027,0.1879349370612804,0.1,1.0,0.7,0.0,0,1
0.8829331994056702,0.020000000000000018,0.18682384790712384,0.1,1.0,0.7,0.0,0,1
0.8822412490844727,0.010000000000000009,0.1867123439669123,0.1,1.0,0.7,0.0,0,2
0.8699952960014343,0.0,0.18503895440253673,0.1,1.0,0.7,0.0,0,2
1.0,1.0,0.2,0.1,1.0,0.7,0.0,0,2
0.9887998700141907,0.99,0.19771435319521824,0.1,1.0,0.7,0.0,0,2
1.0226389169692993,0.98,0.1997649215040017,0.1,1.0,0.7,0.0,0,2
1.016038179397583,0.97,0.19865134904330511,0.1,1.0,0.7,0.0,0,2
0.9912189841270447,0.96,0.19390437981613215,0.1,1.0,0.7,0.0,0,2
0.9868297576904297,0.95,0.19734800864290603,0.1,1.0,0.7,0.0,0,2
0.9752177000045776,0.94,0.19576163249026604,0.1,1.0,0.7,0.0,0,2
0.9604288935661316,0.9299999999999999,0.1952701584915548,0.1,1.0,0.7,0.0,0,2
0.9656468629837036,0.92,0.19849086778745562,0.1,1.0,0.7,0.0,0,2
0.9517248272895813,0.91,0.19819981173439502,0.1,1.0,0.7,0.0,0,2
0.9450671076774597,0.9,0.19786644956974264,0.1,1.0,0.7,0.0,0,2
0.9412217736244202,0.89,0.19544139712767294,0.1,1.0,0.7,0.0,0,2
0.9027457237243652,0.88,0.19226261781403386,0.1,1.0,0.7,0.0,0,2
0.9011039137840271,0.87,0.19193338830281614,0.1,1.0,0.7,0.0,0,2
0.899516224861145,0.86,0.19262137483339037,0.1,1.0,0.7,0.0,0,2
0.8991672992706299,0.85,0.19320112171341405,0.1,1.0,0.7,0.0,0,2
0.9057552814483643,0.84,0.19226394027242813,0.1,1.0,0.7,0.0,0,2
0.9126944541931152,0.83,0.19229327775672178,0.1,1.0,0.7,0.0,0,2
0.9068860411643982,0.8200000000000001,0.18878326197107576,0.1,1.0,0.7,0.0,0,2
0.9105117917060852,0.81,0.18964449966823993,0.1,1.0,0.7,0.0,0,2
0.9038808345794678,0.8,0.18994134683264932,0.1,1.0,0.7,0.0,0,2
0.9248554110527039,0.79,0.19371769765701588,0.1,1.0,0.7,0.0,0,2
0.9280518889427185,0.78,0.19372250123054383,0.1,1.0,0.7,0.0,0,2
0.9184555411338806,0.77,0.19189532393233522,0.1,1.0,0.7,0.0,0,2
0.9041810035705566,0.76,0.1917884236305356,0.1,1.0,0.7,0.0,0,2
0.9013225436210632,0.75,0.19115121304613739,0.1,1.0,0.7,0.0,0,2
0.9093732833862305,0.74,0.19197437217298916,0.1,1.0,0.7,0.0,0,2
0.9410879015922546,0.73,0.19201640392168212,0.1,1.0,0.7,0.0,0,2
0.9493708610534668,0.72,0.18960279636255428,0.1,1.0,0.7,0.0,0,2
0.9177918434143066,0.71,0.1865172831019006,0.1,1.0,0.7,0.0,0,2
0.9174289703369141,0.7,0.18699894733314038,0.1,1.0,0.7,0.0,0,2
0.9161092042922974,0.69,0.18959384628944212,0.1,1.0,0.7,0.0,0,2
0.9097468852996826,0.6799999999999999,0.1897348577154609,0.1,1.0,0.7,0.0,0,2
0.9234641790390015,0.6699999999999999,0.19127469439571898,0.1,1.0,0.7,0.0,0,2
0.9511980414390564,0.6599999999999999,0.19321212467700888,0.1,1.0,0.7,0.0,0,2
0.9450612664222717,0.6499999999999999,0.19371860093200705,0.1,1.0,0.7,0.0,0,2
0.9260708093643188,0.64,0.19213758049889085,0.1,1.0,0.7,0.0,0,2
0.9012179374694824,0.63,0.19250358200375595,0.1,1.0,0.7,0.0,0,2
0.9138614535331726,0.62,0.1948315794512543,0.1,1.0,0.7,0.0,0,2
0.9069568514823914,0.61,0.19585692060474055,0.1,1.0,0.7,0.0,0,2
0.9095445275306702,0.6,0.19731804117485321,0.1,1.0,0.7,0.0,0,2
0.8924951553344727,0.59,0.1963976414130647,0.1,1.0,0.7,0.0,0,2
0.8888323307037354,0.5800000000000001,0.1959908254394123,0.1,1.0,0.7,0.0,0,2
0.8655173778533936,0.5700000000000001,0.19574848121539637,0.1,1.0,0.7,0.0,0,2
0.8471583724021912,0.56,0.19563823149024606,0.1,1.0,0.7,0.0,0,2
0.8859102129936218,0.55,0.1979267037696042,0.1,1.0,0.7,0.0,0,2
0.840979278087616,0.54,0.1933254507183576,0.1,1.0,0.7,0.0,0,2
0.8285923600196838,0.53,0.19337482906572426,0.1,1.0,0.7,0.0,0,2
0.8487198352813721,0.52,0.19321150335552784,0.1,1.0,0.7,0.0,0,2
0.8669970035552979,0.51,0.19057016553467496,0.1,1.0,0.7,0.0,0,2
0.8609427213668823,0.5,0.1918450705240211,0.1,1.0,0.7,0.0,0,2
0.8482226133346558,0.49,0.19045065269059236,0.1,1.0,0.7,0.0,0,2
0.8481256365776062,0.48,0.1897624057380085,0.1,1.0,0.7,0.0,0,2
0.8888229131698608,0.47,0.19329366496409006,0.1,1.0,0.7,0.0,0,2
0.8888611197471619,0.45999999999999996,0.19524600920403928,0.1,1.0,0.7,0.0,0,2
0.8928002119064331,0.44999999999999996,0.1963610818084555,0.1,1.0,0.7,0.0,0,2
0.9072051048278809,0.43999999999999995,0.19710034959149414,0.1,1.0,0.7,0.0,0,2
0.9106956720352173,0.42999999999999994,0.19676619325251624,0.1,1.0,0.7,0.0,0,2
0.9309613704681396,0.42000000000000004,0.20072984720423825,0.1,1.0,0.7,0.0,0,2
0.9396686553955078,0.41000000000000003,0.20233639550663016,0.1,1.0,0.7,0.0,0,2
0.9110246300697327,0.4,0.200815411914976,0.1,1.0,0.7,0.0,0,2
0.8899827003479004,0.39,0.19801348108302855,0.1,1.0,0.7,0.0,0,2
0.893622636795044,0.38,0.19912912719600645,0.1,1.0,0.7,0.0,0,2
0.8958771228790283,0.37,0.19900795591064246,0.1,1.0,0.7,0.0,0,2
0.8709733486175537,0.36,0.19617466722721758,0.1,1.0,0.7,0.0,0,2
0.8818531632423401,0.35,0.19700739840013795,0.1,1.0,0.7,0.0,0,2
0.8911461234092712,0.33999999999999997,0.1964682836185169,0.1,1.0,0.7,0.0,0,2
0.89959317445755,0.32999999999999996,0.1975037676791386,0.1,1.0,0.7,0.0,0,2
0.9095503687858582,0.31999999999999995,0.19836823241639934,0.1,1.0,0.7,0.0,0,2
0.9025530219078064,0.30999999999999994,0.19715543404588387,0.1,1.0,0.7,0.0,0,2
0.9104368090629578,0.29999999999999993,0.19839715808706188,0.1,1.0,0.7,0.0,0,2
0.8948336243629456,0.29000000000000004,0.19740191336098442,0.1,1.0,0.7,0.0,0,2
0.8934735655784607,0.28,0.19653941590320698,0.1,1.0,0.7,0.0,0,2
0.8857107758522034,0.27,0.19548629740438467,0.1,1.0,0.7,0.0,0,2
0.9253003001213074,0.26,0.19769986182106247,0.1,1.0,0.7,0.0,0,2
0.9422616958618164,0.25,0.19713609097455134,0.1,1.0,0.7,0.0,0,2
0.9652256965637207,0.24,0.1998503305545082,0.1,1.0,0.7,0.0,0,2
0.9787964224815369,0.22999999999999998,0.20343643306831818,0.1,1.0,0.7,0.0,0,2
0.9526810050010681,0.21999999999999997,0.20192904968161424,0.1,1.0,0.7,0.0,0,2
0.9297105669975281,0.20999999999999996,0.19610621845961063,0.1,1.0,0.7,0.0,0,2
0.9464622735977173,0.19999999999999996,0.19815539354830083,0.1,1.0,0.7,0.0,0,2
0.9484035968780518,0.18999999999999995,0.19746904143264374,0.1,1.0,0.7,0.0,0,2
0.9137152433395386,0.17999999999999994,0.19575618987186166,0.1,1.0,0.7,0.0,0,2
0.9181908369064331,0.16999999999999993,0.19459739332510737,0.1,1.0,0.7,0.0,0,2
0.9188010692596436,0.16000000000000003,0.19378215900242401,0.1,1.0,0.7,0.0,0,2
0.9208491444587708,0.15000000000000002,0.19630244709743128,0.1,1.0,0.7,0.0,0,2
0.9167855978012085,0.14,0.1966067773110336,0.1,1.0,0.7,0.0,0,2
0.9363756775856018,0.13,0.199136728365618,0.1,1.0,0.7,0.0,0,2
0.9435252547264099,0.12,0.20011333222914285,0.1,1.0,0.7,0.0,0,2
0.9354985952377319,0.10999999999999999,0.19948550159154146,0.1,1.0,0.7,0.0,0,2
0.9290200471878052,0.09999999999999998,0.19869837829124995,0.1,1.0,0.7,0.0,0,2
0.9329552054405212,0.08999999999999997,0.19980743454115044,0.1,1.0,0.7,0.0,0,2
0.9456917643547058,0.07999999999999996,0.20144337645179147,0.1,1.0,0.7,0.0,0,2
0.979003369808197,0.06999999999999995,0.20345121747702466,0.1,1.0,0.7,0.0,0,2
0.9388480186462402,0.05999999999999994,0.20290966367591778,0.1,1.0,0.7,0.0,0,2
0.9379621744155884,0.04999999999999993,0.20325532188851758,0.1,1.0,0.7,0.0,0,2
0.9481595158576965,0.040000000000000036,0.20443566637402652,0.1,1.0,0.7,0.0,0,2
0.9470469951629639,0.030000000000000027,0.20364202762048725,0.1,1.0,0.7,0.0,0,2
0.926602840423584,0.020000000000000018,0.20133381175564247,0.1,1.0,0.7,0.0,0,3
0.8926693201065063,0.010000000000000009,0.19970705641330075,0.1,1.0,0.7,0.0,0,3
0.8938372135162354,0.0,0.1992163102255867,0.1,1.0,0.7,0.0,0,3
1.0,1.0,0.2,0.1,1.0,0.7,0.05699765682220459,0,3
1.0339423418045044,0.99,0.20131874296830288,0.1,1.0,0.7,0.05699765682220459,0,3
1.0294855833053589,0.98,0.20385912934753903,0.1,1.0,0.7,0.05699765682220459,0,3
1.0225108861923218,0.97,0.20110330692162412,0.1,1.0,0.7,0.05699765682220459,0,3
1.0090882778167725,0.96,0.19989561207583526,0.1,1.0,0.7,0.05699765682220459,0,3
1.0031518936157227,0.95,0.1991715802807015,0.1,1.0,0.7,0.05699765682220459,0,3
0.999243438243866,0.94,0.2007506992525895,0.1,1.0,0.7,0.05699765682220459,0,3
0.9870364665985107,0.9299999999999999,0.19968332379846743,0.1,1.0,0.7,0.05699765682220459,0,3
0.9994062185287476,0.92,0.19881712002058638,0.1,1.0,0.7,0.05699765682220459,0,3
0.9880347847938538,0.91,0.19601976217022554,0.1,1.0,0.7,0.05699765682220459,0,3
1.0185482501983643,0.9,0.19695978182171378,0.1,1.0,0.7,0.05699765682220459,0,3
1.03315007686615,0.89,0.19663231509379675,0.1,1.0,0.7,0.05699765682220459,0,3
1.0302194356918335,0.88,0.1953406804859541,0.1,1.0,0.7,0.05699765682220459,0,3
