log(S/K),ttm,sigma,pathwise_delta,call_payoff,call_true,digital_payoff,digital_true,true_d_log(S/K),true_d_ttm,true_d2_log(S/K),path
-0.18312347,2.4494107,2.4494107,0.0,0.0,0.63162065,0,0.09689181,0.72851247,0.17148721,0.7985241,1177
-0.3892864,2.6507308,2.6507308,0.0,0.0,0.5262312,0,0.070480034,0.5967113,0.13497546,0.64763135,1178
-0.40427208,1.888184,1.888184,0.0,0.0,0.3887527,0,0.123391576,0.51214427,0.20399696,0.620183,1179
0.3486403,1.8781508,1.8781508,0.0,0.0,1.0068142,0,0.225591,1.2324052,0.3003584,1.3923275,1180
-0.52830243,1.1772964,1.1772964,0.0,0.0,0.17782697,0,0.14977702,0.32760397,0.23292756,0.52545357,1181
-0.57395035,0.82346,0.82346,0.0,0.0,0.08462691,0,0.13377371,0.21840063,0.21576232,0.4804198,1182
-0.44875544,1.5478854,1.5478854,0.0,0.0,0.29414415,0,0.14369659,0.4378407,0.22653966,0.58419496,1183
-0.4500653,0.48777995,0.48777995,0.0,0.0,0.036834538,0,0.12169187,0.1585264,0.20202124,0.57269114,1184
0.4479223,2.0494523,2.0494523,0.0,0.0,1.1877083,0,0.21007267,1.3977809,0.28825992,1.5384331,1185
-0.1406997,1.463252,1.463252,8.838817188574467,1.973014637865079,0.43675327,1,0.20389718,0.64065045,0.28321484,0.83420205,1186
0.67982274,0.61504436,0.61504436,1.1328312986922953,0.06434542597981219,1.0304071,1,0.78750694,1.817914,0.2902009,2.2897515,1187
-0.502932,1.8061113,1.8061113,0.0,0.0,0.3251196,0,0.11869874,0.44381836,0.19850726,0.55372703,1188
0.21285139,2.4064507,2.4064507,0.0,0.0,0.98319113,0,0.13247344,1.1156646,0.21431677,1.204724,1189
-0.071076,1.8075185,1.8075185,0.0,0.0,0.5781853,0,0.17281958,0.7510049,0.25572824,0.89248514,1190
-0.14844693,1.636018,1.636018,1.7628250095963836,0.32771415198528,0.47899035,1,0.18174222,0.66073257,0.26398897,0.8220933,1191
0.5199771,2.5583806,2.5583806,0.0,0.0,1.4247671,0,0.14097582,1.565743,0.22362873,1.6531532,1192
0.6593156,0.13119061,0.13119061,2.7075935665419735,0.6454767264740198,0.9334686,1,0.99999964,1.9334682,1.8141528e-06,1.9334819,1193
0.51689225,1.8885682,1.8885682,0.0,0.0,1.2384088,0,0.25124127,1.48965,0.31861138,1.6583552,1194
-0.42656183,1.2881073,1.2881073,0.0,0.0,0.2418178,0,0.1647287,0.4065465,0.24796855,0.5990527,1195
-0.38705626,0.66134185,0.66134185,0.0,0.0,0.09144381,0,0.17985183,0.27129558,0.26226434,0.6678597,1196
0.21636434,2.9407759,2.9407759,0.0,0.0,1.084214,0,0.08123479,1.1654488,0.15039605,1.2165904,1197
-0.29239225,1.2710601,1.2710601,0.0,0.0,0.29740098,0,0.19336352,0.4907645,0.27429733,0.7065665,1198
0.32539812,1.0722622,1.0722622,2.4862591070701825,0.5767875756874303,0.69886935,1,0.40801182,1.1068811,0.3882894,1.469003,1199
0.092078574,0.5901245,0.5901245,1.0049657326490546,0.0024797839230605856,0.2943378,1,0.4447133,0.73905104,0.39510524,1.4085797,1200
0.07057454,2.9935212,2.9935212,0.0,0.0,0.9338651,0,0.07035062,1.0042157,0.13478488,1.0492412,1201
0.45546275,2.5825489,2.5825489,0.0,0.0,1.3323387,0,0.13244395,1.4647826,0.21428388,1.5477564,1202
0.2918604,0.30292,0.30292,1.7634451889803273,0.3279477391551471,0.36998266,1,0.7916128,1.1615957,0.286896,2.1086977,1203
-0.6563026,1.7406863,1.7406863,0.0,0.0,0.2513534,0,0.10612917,0.35748255,0.18324766,0.4627558,1204
-0.62458223,0.5274635,0.5274635,0.0,0.0,0.02185388,0,0.07382869,0.09568257,0.13986441,0.36084682,1205
0.14078991,2.175766,2.175766,0.0,0.0,0.85470283,0,0.15311262,1.0078155,0.2363641,1.1164504,1206
-0.019141847,1.503842,1.503842,36.089256229161265,5.007433403674803,0.5332637,1,0.22224012,0.75550383,0.2978149,0.9535399,1207
-0.33245465,0.420128,0.420128,0.0,0.0,0.042867422,0,0.1583212,0.2011887,0.24163648,0.7763382,1208
-0.11276661,1.7154127,1.7154127,0.0,0.0,0.5241231,0,0.177888,0.70201105,0.26045826,0.85384524,1209
0.35753962,2.7409594,2.7409594,0.0,0.0,1.2269756,0,0.10748099,1.3344566,0.18492892,1.4019252,1210
0.45277965,1.0894645,1.0894645,0.0,0.0,0.85914314,0,0.44862583,1.307769,0.39562985,1.6709104,1211
0.08487319,0.24733628,0.24733628,1.7255351044061626,0.3135962041798228,0.15302825,1,0.5868622,0.73989046,0.38944823,2.3144603,1212
-0.15891165,2.8411007,2.8411007,0.0,0.0,0.7096412,0,0.06990708,0.7795483,0.13413075,0.82675916,1213
-0.3178818,0.51121765,0.51121765,0.0,0.0,0.06973356,0,0.19012874,0.2598623,0.2714783,0.79090464,1214
0.030385453,1.4776508,1.4776508,5.13054625098539,1.2650708394986028,0.56383896,1,0.23629788,0.80013686,0.30823624,1.0087358,1215
-0.25681156,1.6795636,1.6795636,0.0,0.0,0.42273617,0,0.16043162,0.5831678,0.24374059,0.7282892,1216
0.08885473,0.78755367,0.78755367,0.0,0.0,0.3688768,0,0.38937318,0.75825,0.38350376,1.2452058,1217
0.2448922,0.61451226,0.61451226,0.0,0.0,0.43431985,0,0.53635645,0.9706763,0.39728454,1.61718,1218
-0.60154194,0.42810276,0.42810276,0.0,0.0,0.011304535,0,0.05270365,0.064008184,0.107547805,0.315228,1219
-0.6916674,0.30287033,0.30287033,0.0,0.0,0.0008153692,0,0.007442955,0.008258324,0.020570463,0.0761767,1220
-0.3988686,1.573567,1.573567,0.0,0.0,0.32271892,0,0.14910865,0.47182757,0.23223323,0.61941147,1221
0.5469091,2.5418603,2.5418603,0.0,0.0,1.4637853,0,0.14553687,1.6093222,0.22849001,1.699213,1222
0.20280206,0.46760044,0.46760044,1.1709861482259498,0.08212108348700209,0.3366751,1,0.57922363,0.9158988,0.3910499,1.7521895,1223
-0.4547595,2.1317952,2.1317952,0.0,0.0,0.40920776,0,0.100409865,0.5096176,0.17602307,0.59218794,1224
0.54102075,1.2966002,1.2966002,0.0,0.0,1.0629432,0,0.40864223,1.4715855,0.38843554,1.7711656,1225
-0.04164991,0.2021503,0.2021503,1.3527242528698622,0.16306669487631664,0.060131907,1,0.37938,0.4395116,0.38056555,2.3220992,1226
-0.033143863,1.6543196,1.6543196,0.0,0.0,0.56599826,0,0.19844335,0.7644416,0.27864748,0.93287796,1227
0.6037893,0.83082396,0.83082396,55.57842447074677,6.45509444264208,0.97508156,1,0.62222266,1.5973042,0.38007,2.0547657,1228
-0.6106811,1.8552369,1.8552369,0.0,0.0,0.28937072,0,0.10441585,0.39378652,0.18110248,0.49140346,1229
-0.39484674,1.1130368,1.1130368,0.0,0.0,0.20968434,0,0.18107775,0.3907621,0.2633843,0.6273979,1230
0.11890431,2.0327117,2.0327117,0.0,0.0,0.7981441,0,0.16906658,0.96721065,0.2521612,1.0912623,1231
-0.42214534,2.7636597,2.7636597,0.0,0.0,0.52138907,0,0.062443696,0.58383274,0.12289756,0.62830186,1232
0.24887729,0.80917925,0.80917925,7.7012474567309255,1.775112108561061,0.51573944,1,0.46135443,0.9770939,0.39706904,1.4677998,1233
-0.39635226,2.8255374,2.8255374,0.0,0.0,0.5442106,0,0.06020635,0.60441697,0.11944361,0.64668983,1234
-0.5556864,0.6924957,0.6924957,0.0,0.0,0.060601637,0,0.12534234,0.18594402,0.20624706,0.4837756,1235
-0.40620482,0.30501515,0.30501515,0.0,0.0,0.0105048865,0,0.0688699,0.07937484,0.13259542,0.51409227,1236
-0.107113376,0.65883285,0.65883285,0.0,0.0,0.19737211,0,0.31136075,0.50873286,0.35346565,1.0452356,1237
-0.44896764,2.4632585,2.4632585,0.0,0.0,0.46575877,0,0.0786964,0.5444552,0.1468288,0.6040627,1238
-0.50642437,2.064913,2.064913,0.0,0.0,0.37205124,0,0.100676134,0.47272736,0.1763635,0.558137,1239
0.49945673,2.915419,2.915419,0.0,0.0,1.4635564,0,0.09915281,1.5627092,0.17441055,1.6225327,1240
-0.24898234,2.1584992,2.1584992,0.0,0.0,0.5328524,0,0.116121836,0.64897424,0.19544576,0.7395213,1241
-0.19302945,1.2966306,1.2966306,0.0,0.0,0.35724887,0,0.21267167,0.56992054,0.29034346,0.793842,1242
-0.6165261,2.6880498,2.6880498,0.0,0.0,0.4104775,0,0.057815082,0.46829256,0.115705684,0.51133704,1243
-0.19772768,2.8785727,2.8785727,0.0,0.0,0.6848571,0,0.065780364,0.7506374,0.12797324,0.7950946,1244
-0.3260465,2.3957992,2.3957992,0.0,0.0,0.5266166,0,0.091103524,0.61772007,0.1638664,0.6861175,1245
0.15316482,1.7142549,1.7142549,0.0,0.0,0.7437936,0,0.22130904,0.9651027,0.29710153,1.1384151,1246
-0.40841576,2.4947207,2.4947207,0.0,0.0,0.49302408,0,0.07911166,0.57213575,0.14741537,0.63122666,1247
0.53838885,0.6192297,0.6192297,0.0,0.0,0.7968451,0,0.71220386,1.5090489,0.34107742,2.059858,1248
0.5956444,2.711015,2.711015,0.0,0.0,1.5816754,0,0.12802126,1.7096967,0.20930696,1.7869028,1249
-0.55475193,2.9987211,2.9987211,0.0,0.0,0.47397435,0,0.046056386,0.52003074,0.09657192,0.5522351,1250
-0.5442551,2.0289066,2.0289066,0.0,0.0,0.34830546,0,0.09979798,0.44810346,0.17523928,0.53447473,1251
-0.5332708,0.66807824,0.66807824,0.0,0.0,0.05971442,0,0.12876362,0.18847804,0.21014883,0.5030351,1252
0.16575819,0.5188663,0.5188663,0.0,0.0,0.3243037,0,0.52393377,0.8482374,0.39822415,1.6157265,1253
-0.5240623,2.8823018,2.8823018,0.0,0.0,0.4782594,0,0.05229774,0.53055716,0.1068898,0.567642,1254
0.48850563,2.626923,2.626923,0.0,0.0,1.3911036,0,0.12976551,1.5208691,0.21128082,1.6012982,1255
0.35249516,2.2711687,2.2711687,0.0,0.0,1.1191947,0,0.16344932,1.282644,0.24671757,1.3912743,1256
0.4433492,2.8524458,2.8524458,0.0,0.0,1.3674251,0,0.10190078,1.4693259,0.17792404,1.5317018,1257
0.03612756,1.5598708,1.5598708,0.0,0.0,0.5934752,0,0.22459242,0.81806767,0.29960436,1.0101377,1258
0.6885408,2.6744645,2.6744645,0.0,0.0,1.7404146,0,0.14011961,1.8805343,0.2227059,1.9638056,1259
-0.63190746,0.5721789,0.5721789,0.0,0.0,0.02762825,0,0.082192004,0.10982028,0.15173012,0.3749997,1260
-0.13687582,0.6301482,0.6301482,0.0,0.0,0.1727682,0,0.29726386,0.47003207,0.34624705,1.0195013,1261
-0.2440756,1.5857948,1.5857948,0.0,0.0,0.4067596,0,0.17186752,0.5786271,0.2548286,0.73932165,1262
0.62195474,1.064278,1.064278,0.0,0.0,1.0956887,0,0.5208361,1.6165248,0.39839804,1.9908612,1263
0.106551915,1.3543059,1.3543059,1.5215351993683726,0.23350531898668958,0.5875149,1,0.274761,0.86227584,0.33352897,1.1085489,1264
0.4244708,2.4147713,2.4147713,0.0,0.0,1.2502944,0,0.15112868,1.4014231,0.23432589,1.4984616,1265
-0.45700413,0.25488168,0.25488168,0.0,0.0,0.0029284973,0,0.0274008,0.030329326,0.063102566,0.27790505,1266
0.6635278,2.190447,2.190447,2.6364207326341784,0.6237058768292754,1.5701979,1,0.21409154,1.7842895,0.29147184,1.9173546,1267
-0.0018859885,0.35586488,0.35586488,0.0,0.0,0.14015076,0,0.42730793,0.56745875,0.39230114,1.6698468,1268
-0.008772365,2.557753,2.557753,0.0,0.0,0.7912056,0,0.09986764,0.8910732,0.17532864,0.95962113,1269
0.6527848,0.68550944,0.68550944,1.1332223761929185,0.06452917839363281,1.0043888,1,0.728906,1.7332947,0.33131415,2.2166054,1270
-0.16534005,2.2313228,2.2313228,0.0,0.0,0.6044052,0,0.11707022,0.7214754,0.19657642,0.809574,1271
-0.14206047,1.8164502,1.8164502,0.0,0.0,0.5292624,0,0.1619604,0.69122285,0.24525341,0.82624084,1272
0.11749219,1.2183042,1.2183042,0.0,0.0,0.5504266,0,0.30407605,0.8545026,0.34980628,1.1416283,1273
-0.5156286,0.87585515,0.87585515,0.0,0.0,0.11048347,0,0.15229458,0.26277807,0.23552568,0.53168744,1274
-0.24802798,0.26663202,0.26663202,0.0,0.0,0.022250101,0,0.14376818,0.1660184,0.22661592,1.0159385,1275
-0.42530358,1.1248026,1.1248026,0.0,0.0,0.20108896,0,0.17347667,0.37456566,0.25634706,0.6024697,1276
-0.54996586,0.6815334,0.6815334,0.0,0.0,0.059400246,0,0.12554204,0.18494228,0.20647632,0.48790067,1277
0.5075842,0.49414626,0.49414626,1.614530896359966,0.2706418933682173,0.71067166,1,0.7823403,1.493012,0.29427722,2.088539,1278
0.12383929,2.2416446,2.2416446,0.0,0.0,0.85295093,0,0.14330736,0.99625826,0.22612527,1.097133,1279
-0.19592111,0.71629345,0.71629345,4.320827442542395,1.078659903034675,0.1749574,1,0.2638021,0.4387595,0.32678905,0.8949818,1280
-0.12661113,0.74715835,0.74715835,0.0,0.0,0.21823916,0,0.2935525,0.5117916,0.34425157,0.9725395,1281
-0.09493482,1.0873963,1.0873963,1.4134701565481578,0.1888945113657594,0.35070816,1,0.26401934,0.6147275,0.32692623,0.91537803,1282
0.18458396,1.4416941,1.4416941,0.0,0.0,0.6879583,0,0.2766527,0.964611,0.33465576,1.1967376,1283
0.591628,1.589767,1.589767,0.0,0.0,1.2509632,0,0.336244,1.5872072,0.36484185,1.8167012,1284
0.59995997,2.0271842,2.0271842,0.0,0.0,1.4121428,0,0.23649126,1.6486341,0.3083751,1.800754,1285
-0.15042406,1.8067139,1.8067139,0.0,0.0,0.52112794,0,0.16191566,0.6830436,0.24520925,0.8187647,1286
-0.23669249,1.4968833,1.4968833,0.0,0.0,0.38791203,0,0.18231839,0.5702304,0.264512,0.74693894,1287
-0.06786396,1.2424266,1.2424266,0.0,0.0,0.4180511,0,0.24957255,0.66762364,0.31748796,0.9231623,1288
0.094176844,0.87078,0.87078,1.2553793964182205,0.12043708787509422,0.4046595,1,0.37174404,0.77640355,0.3781438,1.2106621,1289
-0.052931614,2.1588335,2.1588335,0.0,0.0,0.6754117,0,0.1348106,0.8102223,0.21690948,0.91069764,1290
0.22007896,1.0207539,1.0207539,0.0,0.0,0.57057965,0,0.3840838,0.95466346,0.3819812,1.3288782,1291
0.075413056,2.563786,2.563786,0.0,0.0,0.87082297,0,0.10519786,0.9760208,0.1820836,1.0470423,1292
-0.24854103,1.7998711,1.7998711,0.0,0.0,0.45632327,0,0.14962953,0.6059528,0.2327745,0.73528117,1293
-0.21386251,1.9384384,1.9384384,10.715816073568988,2.273502226191286,0.50967115,1,0.14017212,0.6498433,0.22276258,0.76476187,1294
-0.16830613,1.5754917,1.5754917,4.923159440204984,1.218819308374747,0.45003635,1,0.1855076,0.63554394,0.267384,0.8052586,1295
-0.5619486,2.7928126,2.7928126,0.0,0.0,0.44889864,0,0.055063937,0.5039626,0.11134395,0.54383063,1296
-0.46293548,1.3226272,1.3226272,0.0,0.0,0.23571205,0,0.15593034,0.3916424,0.2392304,0.5725176,1297
0.3093014,1.3382086,1.3382086,0.0,0.0,0.78107846,0,0.33070278,1.1117812,0.36245728,1.3826338,1298
-0.15374461,2.689742,2.689742,0.0,0.0,0.6922121,0,0.080453075,0.7726652,0.14930212,0.8281732,1299
-0.395733,1.85423,1.85423,0.0,0.0,0.38613296,0,0.12703139,0.51316434,0.20818034,0.62543756,1300
0.08688241,1.4025313,1.4025313,0.0,0.0,0.586581,0,0.2613078,0.8478888,0.32520396,1.0797582,1301
0.35425302,0.86023825,0.86023825,0.0,0.0,0.64751923,0,0.49269533,1.1402146,0.39887542,1.6038948,1302
-0.336284,0.8106289,0.8106289,0.0,0.0,0.14843115,0,0.20606312,0.35449427,0.2849995,0.7060725,1303
0.45302698,2.4241595,2.4241595,0.0,0.0,1.2931513,0,0.1526345,1.4457858,0.23587441,1.5430872,1304
0.59264755,0.91045165,0.91045165,0.0,0.0,0.98822033,0,0.57758224,1.5658026,0.39137462,1.9956713,1305
0.13501748,0.1166393,0.1166393,1.3318619268184193,0.15406327583658386,0.15218037,1,0.8641693,1.0163497,0.2180332,2.8856442,1306
0.23421119,0.15643585,0.15643585,1.3264225462425117,0.15170418464201108,0.26908755,1,0.92204356,1.1911309,0.14578097,2.1230204,1307
-0.6202614,2.9373677,2.9373677,0.0,0.0,0.43522668,0,0.046493635,0.48172033,0.09730742,0.51484776,1308
0.6176217,1.72353,1.72353,0.0,0.0,1.3409345,0,0.3073352,1.6482697,0.3514621,1.8521895,1309
-0.1490478,1.5181714,1.5181714,0.0,0.0,0.44676098,0,0.19565019,0.6424112,0.27626705,0.8243847,1310
0.5876507,2.7618406,2.7618406,0.0,0.0,1.5784909,0,0.12137412,1.699865,0.20165032,1.772878,1311
0.109486096,1.1198934,1.1198934,0.0,0.0,0.50882083,0,0.3219754,0.83079624,0.35852942,1.1509422,1312
-0.68674415,2.405493,2.405493,0.0,0.0,0.3445389,0,0.06834429,0.4128832,0.13181415,0.4676803,1313
-0.6397166,2.1932485,2.1932485,0.0,0.0,0.33393216,0,0.082522936,0.4164551,0.15218988,0.48584527,1314
0.25011358,1.4835798,1.4835798,1.4636356659030412,0.20980818259987766,0.76808196,1,0.28325397,1.0513359,0.3385042,1.2795031,1315
0.08687632,2.3464324,2.3464324,0.0,0.0,0.83946574,0,0.12793827,0.967404,0.20921269,1.056566,1316
-0.6563654,2.9007573,2.9007573,0.0,0.0,0.4146307,0,0.04680524,0.46143594,0.09783038,0.49516174,1317
0.33750716,0.6817614,0.6817614,0.0,0.0,0.5576598,0,0.56126255,1.1189225,0.39422917,1.6971734,1318
0.4881771,0.1507773,0.1507773,1.6201153514177946,0.2728375198291919,0.62937427,1,0.9992175,1.6285918,0.0026874952,1.6464161,1319
-0.004966424,2.4822178,2.4822178,0.0,0.0,0.7810127,0,0.10691373,0.88792646,0.18422465,0.9621442,1320
-0.047470268,1.2704026,1.2704026,0.0,0.0,0.4408008,0,0.2506112,0.691412,0.31818825,0.9418745,1321
-0.68555987,1.6787672,1.6787672,0.0,0.0,0.22986382,0,0.106060505,0.33592433,0.183162,0.44502938,1322
0.3973809,0.74514073,0.74514073,2.2152766656017917,0.48838055368140787,0.6525265,1,0.5638454,1.216372,0.3938225,1.7448928,1323
-0.23467736,2.5411875,2.5411875,0.0,0.0,0.60999095,0,0.08645023,0.6964412,0.15759203,0.7584563,1324
0.5250779,2.191498,2.191498,1.3225482015233325,0.15002092865239214,1.3409901,1,0.19595703,1.5369471,0.27652997,1.6631303,1325
-0.1759754,2.8647633,2.8647633,0.0,0.0,0.69957834,0,0.06761275,0.7671911,0.13072342,0.8128226,1326
0.09021714,1.4782305,1.4782305,0.0,0.0,0.613742,0,0.24885896,0.862601,0.31700492,1.0770499,1327
-0.3183739,2.9320385,2.9320385,0.0,0.0,0.60614514,0,0.057673976,0.66381913,0.11548358,0.7032059,1328
-0.47052452,1.5814806,1.5814806,0.0,0.0,0.29220533,0,0.13823979,0.43044516,0.22066814,0.56997776,1329
0.38110328,1.902124,1.902124,1.534669864238424,0.2388179810817932,1.0548184,1,0.22641501,1.2812334,0.3009781,1.439466,1330
-0.0047266,2.0549695,2.0549695,0.0,0.0,0.6918107,0,0.15155555,0.84336627,0.23476577,0.95760924,1331
0.050583,1.5203372,1.5203372,0.0,0.0,0.59338814,0,0.2336443,0.82703245,0.30631888,1.0285133,1332
0.64520353,1.7320626,1.7320626,0.0,0.0,1.3901262,0,0.3108207,1.7009469,0.35319954,1.9048654,1333
0.64265823,0.7475905,0.7475905,1.9514733173264744,0.39695142494206226,1.0083585,1,0.6864612,1.6948196,0.3545306,2.1690505,1334
0.49302468,1.1508529,1.1508529,8.351159418267343,1.8898375633402322,0.9374583,1,0.44155535,1.3790137,0.39465356,1.7219363,1335
-0.43306547,2.1357803,2.1357803,50.36825676456124,6.097059679823955,0.4211138,1,0.10192537,0.52303916,0.17795527,0.6063601,1336
0.13068971,0.21306798,0.21306798,1.184328368244735,0.08826856780015802,0.177037,1,0.6938654,0.87090254,0.35085556,2.5175867,1337
0.5242236,2.131198,2.131198,0.0,0.0,1.3227465,0,0.20621559,1.5289621,0.2851245,1.6627481,1338
-0.17402993,0.98094934,0.98094934,0.0,0.0,0.27128837,0,0.25210372,0.523392,0.31918854,0.8487794,1339
-0.5529843,0.8883239,0.8883239,0.0,0.0,0.10384326,0,0.1430616,0.24690485,0.22586325,0.5011626,1340
0.43108612,2.1111166,2.1111166,0.0,0.0,1.1817818,0,0.19728464,1.3790663,0.27766344,1.5105907,1341
-0.025281087,0.723341,0.723341,53.31490117027806,6.301704842028909,0.26655772,1,0.3458235,0.61238116,0.36876613,1.1221907,1342
0.08926721,2.888882,2.888882,0.0,0.0,0.9380222,0,0.078748405,1.0167706,0.14690237,1.0676216,1343
0.6683939,2.9729693,2.9729693,193.7984231003211,12.92115087709846,1.7626692,1,0.10353544,1.8662046,0.17999382,1.9267482,1344
0.1486266,1.4284912,1.4284912,2.9700253712765203,0.7233761205405644,0.64967483,1,0.27086425,0.9205391,0.33117408,1.1523739,1345
-0.10400066,1.2641132,1.2641132,0.0,0.0,0.4012458,0,0.23751214,0.63875794,0.30910605,0.883282,1346
-0.18023993,0.3292086,0.3292086,2.8814871960239685,0.6974944560997729,0.05482468,1,0.23820177,0.29302654,0.30959797,1.2334574,1347
-0.11420391,2.3568342,2.3568342,0.0,0.0,0.6668433,0,0.109935075,0.77677834,0.18795589,0.8565276,1348
-0.5290112,0.5718996,0.5718996,0.0,0.0,0.041053332,0,0.112955995,0.15400928,0.19163804,0.48909968,1349
0.40861103,2.8058388,2.8058388,0.0,0.0,1.3089972,0,0.104324244,1.4133214,0.18098733,1.4778253,1350
0.46817496,2.972719,2.972719,0.0,0.0,1.4251118,0,0.09194565,1.5170574,0.1649876,1.572558,1351
-0.29888904,0.45498836,0.45498836,0.0,0.0,0.05932857,0,0.18823752,0.24756609,0.26981223,0.8405753,1352
-0.27199563,2.080717,2.080717,0.0,0.0,0.5027918,0,0.12078323,0.62357503,0.2009592,0.7201567,1353
0.51893747,1.4513768,1.4513768,407.15928403778526,19.178185099720917,1.0897125,1,0.3563844,1.4460969,0.37280416,1.7029594,1354
-0.65991724,1.669323,1.669323,0.0,0.0,0.23685998,0,0.109351985,0.34621197,0.18723963,0.45837697,1355
0.028360039,0.6207666,0.6207666,0.0,0.0,0.2618688,0,0.39562115,0.6574901,0.38520834,1.2780265,1356
-0.050356153,2.1982107,2.1982107,0.0,0.0,0.6859633,0,0.13092846,0.81689173,0.21258886,0.9136017,1357
0.26357168,0.5831769,0.5831769,0.0,0.0,0.44035858,0,0.56370515,1.0040637,0.39384505,1.6794078,1358
-0.46663818,2.6673698,2.6673698,5.221773461820703,1.2851200548845054,0.4840998,1,0.06569694,0.54979676,0.12784743,0.5977269,1359
0.23335595,1.4165264,1.4165264,0.0,0.0,0.7278279,0,0.29338416,1.0212121,0.34416014,1.2641728,1360
-0.17088296,1.9411175,1.9411175,0.0,0.0,0.5389292,0,0.14489284,0.6838221,0.22780916,0.8011819,1361
0.16457362,2.7731943,2.7731943,0.0,0.0,0.99932575,0,0.092212565,1.0915383,0.16534215,1.1511599,1362
-0.6375637,2.2400246,2.2400246,0.0,0.0,0.34187335,0,0.08006484,0.42193818,0.14875726,0.48834693,1363
-0.053057373,1.6684588,1.6684588,0.0,0.0,0.5548475,0,0.19323698,0.7480844,0.27418774,0.91242033,1364
0.030846288,1.2677652,1.2677652,8.809937891987829,1.9681538575200337,0.4970525,1,0.27107948,0.768132,0.33130533,1.0294622,1365
-0.39602768,1.4401919,1.4401919,0.0,0.0,0.29231888,0,0.15984905,0.45216793,0.24316156,0.6210077,1366
-0.49958768,1.0908519,1.0908519,2.452600511393044,0.566078072082641,0.16669898,1,0.1578327,0.32453164,0.24114673,0.54559445,1367
-0.43186632,2.843933,2.843933,0.0,0.0,0.525289,0,0.05776433,0.58305335,0.1156258,0.62371033,1368
-0.21606635,0.8332878,0.8332878,0.0,0.0,0.20366839,0,0.24954012,0.45320848,0.31746608,0.83418864,1369
-0.5589398,1.2871042,1.2871042,0.0,0.0,0.19274633,0,0.1405585,0.33330482,0.22317934,0.5067013,1370
0.6201169,2.3568494,2.3568494,0.0,0.0,1.5402226,0,0.18001395,1.7202367,0.2624128,1.8315772,1371
-0.1317062,1.1565908,1.1565908,0.0,0.0,0.35064334,0,0.24441528,0.5950586,0.3139605,0.86651194,1372
0.42832282,2.6711717,2.6711717,0.0,0.0,1.311393,0,0.11995025,1.4313433,0.199982,1.5062101,1373
0.65768176,0.80491066,0.80491066,0.0,0.0,1.0546371,0,0.66079414,1.7154312,0.36608195,2.170242,1374
-0.5812243,0.19090004,0.19090004,0.0,0.0,4.636933e-05,0,0.0008444431,0.0008908063,0.0028825859,0.015990764,1375
0.21025853,1.9233782,1.9233782,0.0,0.0,0.8616628,0,0.1970039,1.0586667,0.27742428,1.2029048,1376
0.5148823,1.573935,1.573935,0.0,0.0,1.1286955,0,0.3228166,1.4515121,0.35891724,1.67955,1377
0.18608844,2.8058684,2.8058684,0.0,0.0,1.0284752,0,0.090674505,1.1191497,0.16329357,1.1773468,1378
-0.09839069,1.3270837,1.3270837,3.191479092834527,0.786471151179851,0.42417595,1,0.23035374,0.6545297,0.30390927,0.88353497,1379
-0.09554846,0.49321175,0.49321175,0.0,0.0,0.14375347,0,0.329848,0.47360134,0.3620818,1.2077318,1380
-0.64338076,1.056262,1.056262,0.0,0.0,0.11807892,0,0.12771861,0.24579754,0.20896299,0.44363004,1381
0.047966827,1.2403142,1.2403142,0.0,0.0,0.50114655,0,0.28045714,0.7816037,0.33688945,1.05322,1382
0.6841959,1.7910823,1.7910823,1.2561774495768674,0.12079321571130253,1.4787744,1,0.30378687,1.7825613,0.3496579,1.9777828,1383
0.63590366,0.8960514,0.8960514,2.1356524239311057,0.46138714853561114,1.0522792,1,0.60320336,1.6554825,0.3855177,2.0857232,1384
-0.63714194,1.6959087,1.6959087,0.0,0.0,0.2499043,0,0.11054257,0.36044687,0.18870024,0.4717148,1385
0.28529522,2.733333,2.733333,75.40450228780173,7.683575306889674,1.1327707,1,0.10342222,1.2361928,0.17985097,1.3019919,1386
-0.27481225,1.328818,1.328818,0.0,0.0,0.32203835,0,0.1918174,0.51385576,0.27295473,0.7192675,1387
0.5586616,1.9895515,1.9895515,0.0,0.0,1.3340362,0,0.23762035,1.5716566,0.30918336,1.7270601,1388
-0.63060486,0.7638059,0.7638059,0.0,0.0,0.061300963,0,0.1136176,0.17491856,0.1924381,0.42686492,1389
0.60424984,2.4238484,2.4238484,0.0,0.0,1.5303018,0,0.1678665,1.6981683,0.25100878,1.8017262,1390
0.46784073,0.88204485,0.88204485,0.0,0.0,0.7964362,0,0.5356109,1.3320471,0.3973519,1.7825366,1391
-0.5302515,1.7814281,1.7814281,0.0,0.0,0.30836284,0,0.117344014,0.42570686,0.19690198,0.53623724,1392
-0.61021304,0.97071767,0.97071767,0.0,0.0,0.10803181,0,0.13264404,0.24067582,0.21450686,0.4616534,1393
0.46400335,0.2954668,0.2954668,1.4412240339602391,0.2005098645638792,0.59963745,1,0.9225847,1.5222222,0.14501186,2.0130115,1394
-0.4772212,1.027022,1.027022,1.7517672094409278,0.3235434607618968,0.15834579,1,0.16399366,0.32233945,0.24725065,0.56308466,1395
0.048379112,0.71488893,0.71488893,0.0,0.0,0.31157342,0,0.38599578,0.6975692,0.38254002,1.2326733,1396
0.5763447,2.6887538,2.6887538,0.0,0.0,1.5443536,0,0.12923327,1.6735868,0.21068008,1.751943,1397
