log(S/K),ttm,sigma,pathwise_delta,call_payoff,call_true,digital_payoff,digital_true,true_d_log(S/K),true_d_ttm,true_d2_log(S/K),path
-0.64832985,1.2323115,1.2323115,0.0,0.0,0.15354685,0,0.12667207,0.28021893,0.20777021,0.44882098,6210
0.3465502,0.65489465,0.65489465,0.0,0.0,0.5573109,0,0.579933,1.1372439,0.39090747,1.7341452,6211
-0.1635986,0.15041041,0.15041041,0.0,0.0,0.009726398,0,0.12243781,0.1321644,0.20289028,1.481074,6212
0.13681036,2.7741451,2.7741451,0.0,0.0,0.9696157,0,0.09048796,1.0601037,0.16304412,1.1188765,6213
-0.34979257,1.7133251,1.7133251,1.0092787410669644,0.004628685332435101,0.37927943,1,0.14438528,0.5236647,0.22727129,0.65631396,6214
-0.4777175,1.9761648,1.9761648,0.0,0.0,0.36957785,0,0.10938188,0.47895974,0.1872764,0.5737273,6215
0.046285596,2.3601375,2.3601375,0.0,0.0,0.80385613,0,0.12293134,0.9267875,0.20346344,1.0129957,6216
0.2711837,1.9171122,1.9171122,0.0,0.0,0.92665553,0,0.20693514,1.1335907,0.28571337,1.2826239,6217
-0.42213592,1.2980016,1.2980016,0.0,0.0,0.24608177,0,0.16497353,0.41105527,0.24820717,0.6022778,6218
-0.08822523,1.9200058,1.9200058,3.994220438674475,0.9985546587665217,0.59322023,1,0.15721901,0.7504392,0.2405302,0.87571496,6219
-0.0767245,0.8322981,0.8322981,0.0,0.0,0.2750995,0,0.3056099,0.5807094,0.35058933,1.0019398,6220
-0.3937365,1.7279197,1.7279197,0.0,0.0,0.36010838,0,0.13745454,0.49756292,0.21981218,0.62477493,6221
0.09017768,0.6962032,0.6962032,1.2082241523078352,0.09919245492180462,0.334557,1,0.41349107,0.748048,0.3895256,1.3075479,6222
-0.49083737,2.7605262,2.7605262,0.0,0.0,0.48236105,0,0.05960849,0.54196954,0.118513584,0.58490103,6223
0.013515224,1.5777463,1.5777463,7.931856772671608,1.8163551020175386,0.5805111,1,0.21760511,0.7981162,0.29423457,0.9846066,6224
-0.53589773,0.7781368,0.7781368,0.0,0.0,0.083090365,0,0.14057006,0.22366042,0.2231918,0.5104889,6225
-0.020042477,1.9549344,1.9549344,0.0,0.0,0.6551018,0,0.16164508,0.8167469,0.24494213,0.94204116,6226
-0.26117918,0.36192685,0.36192685,0.0,0.0,0.043335125,0,0.18336946,0.2267045,0.2654627,0.960175,6227
-0.066200696,1.3586551,1.3586551,1.1034776923004443,0.05046541238105884,0.45542282,1,0.23329061,0.6887135,0.3060616,0.9139815,6228
-0.09184289,2.6112974,2.6112974,0.0,0.0,0.7292485,0,0.08998946,0.819238,0.16237648,0.8814204,6229
0.5655154,2.3267896,2.3267896,0.0,0.0,1.4411892,0,0.17869511,1.6198843,0.26120234,1.7321429,6230
-0.013952221,2.1399746,2.1399746,0.0,0.0,0.7035015,0,0.1408503,0.8443518,0.22349367,0.94878936,6231
0.44153324,1.4647497,1.4647497,0.0,0.0,0.9876177,0,0.33325762,1.3208753,0.36356717,1.5690863,6232
-0.38032654,1.3959495,1.3959495,0.0,0.0,0.28854668,0,0.16591743,0.4544641,0.24912497,0.6329268,6233
-0.20505679,0.13279793,0.13279793,0.0,0.0,0.0031689815,0,0.053641617,0.0568106,0.10906248,0.878078,6234
-0.5890512,1.8401101,1.8401101,0.0,0.0,0.29521585,0,0.10745585,0.4026717,0.18489775,0.5031536,6235
-0.10986689,1.7733241,1.7733241,2.7371379411500953,0.6544298338203722,0.5410822,1,0.17140764,0.71248984,0.25439274,0.85594517,6236
0.2338677,0.115309164,0.115309164,1.269578171330764,0.12675556794017817,0.26449615,1,0.9756109,1.2401072,0.057244275,1.7365481,6237
0.46879905,0.49742627,0.49742627,1.7109147498422885,0.3080194147508042,0.65535074,1,0.75607616,1.411427,0.31361985,2.0419123,6238
0.09137747,0.13606486,0.13606486,1.0341720504786736,0.01694249482669119,0.11700249,1,0.7269254,0.84392786,0.33251542,3.287727,6239
0.19418195,0.8342189,0.8342189,4.421848606100923,1.1028191711273947,0.4742894,1,0.42687395,0.90116334,0.3922214,1.3713294,6240
-0.44740283,0.111174054,0.111174054,0.0,0.0,5.6919816e-07,0,2.2524386e-05,2.3092864e-05,9.689396e-05,0.000894646,6241
-0.64156866,1.3103708,1.3103708,0.0,0.0,0.17170346,0,0.1261473,0.29785076,0.20717013,0.45595112,6242
0.40436563,1.4815401,1.4815401,0.0,0.0,0.94561386,0,0.31995165,1.2655655,0.35758835,1.506928,6243
-0.46158305,1.3675368,1.3675368,1.4328604340553284,0.19702153983809811,0.24693805,1,0.15355685,0.4004949,0.23681821,0.5736663,6244
-0.56675935,0.6782287,0.6782287,0.0,0.0,0.055700235,0,0.12004525,0.17574549,0.20009364,0.47076935,6245
0.60659015,1.6183218,1.6183218,0.0,0.0,1.2853286,0,0.3320229,1.6173515,0.36303297,1.8416785,6246
0.64257705,2.4608743,2.4608743,0.0,0.0,1.6060631,0,0.16619289,1.772256,0.24939209,1.8735989,6247
0.16116683,0.9445242,0.9445242,0.0,0.0,0.48777288,0,0.38146734,0.86924016,0.38120094,1.2728306,6248
-0.16824447,1.0064688,1.0064688,0.0,0.0,0.2824855,0,0.2513022,0.5337877,0.31865224,0.850392,6249
0.4619681,1.6741949,1.6741949,0.0,0.0,1.0889968,0,0.28734317,1.3763399,0.34082353,1.5799146,6250
-0.40934506,0.77788776,0.77788776,0.0,0.0,0.115734816,0,0.18005115,0.29578596,0.26244682,0.63316995,6251
-0.097883016,1.0795803,1.0795803,1.7101339512033178,0.3077209562493137,0.34634632,1,0.26419753,0.6105438,0.32703862,0.91347504,6252
-0.19821611,1.412068,1.412068,9.224656095062755,2.037211909195232,0.3871087,1,0.1986629,0.5857716,0.2788334,0.7832362,6253
0.57212365,1.220277,1.220277,1.8958597306926919,0.37690225776198694,1.0795962,1,0.44381997,1.5234162,0.39498,1.8470967,6254
0.58193505,2.4728737,2.4728737,0.0,0.0,1.5048757,0,0.15838699,1.6632626,0.24170229,1.7610041,6255
0.20917231,2.5620813,2.5620813,0.0,0.0,1.0108567,0,0.115186416,1.1260432,0.19432609,1.2018901,6256
-0.53962874,1.2683476,1.2683476,0.0,0.0,0.19501695,0,0.14465609,0.339673,0.22755839,0.51908636,6257
-0.024686035,1.398581,1.398581,7.133899691071065,1.6709359673325483,0.49721834,1,0.23670515,0.7339235,0.30852854,0.9545246,6258
-0.35304984,2.8749928,2.8749928,0.0,0.0,0.57694334,0,0.059344914,0.6362882,0.11810264,0.6773675,6259
0.5336064,1.5589538,1.5589538,0.0,0.0,1.1507509,0,0.33098608,1.481737,0.3625812,1.7143167,6260
-0.5012802,2.9797928,2.9797928,0.0,0.0,0.5006889,0,0.048646327,0.54933524,0.1009001,0.5831967,6261
-0.61785716,2.312128,2.312128,0.0,0.0,0.3609366,0,0.07732629,0.4382629,0.14488521,0.500926,6262
0.2833988,0.86627346,0.86627346,0.0,0.0,0.5730566,0,0.45779526,1.0308518,0.39670774,1.4887995,6263
-0.064759254,0.7643687,0.7643687,0.0,0.0,0.25797313,0,0.32028323,0.5782563,0.35774332,1.0462809,6264
0.46907333,0.561287,0.561287,0.0,0.0,0.6767166,0,0.7105755,1.3872921,0.34198508,1.9965795,6265
-0.58968854,2.4378226,2.4378226,0.0,0.0,0.39137208,0,0.072034806,0.4634069,0.13725555,0.5197094,6266
0.41738015,0.98989993,0.98989993,0.0,0.0,0.774451,0,0.4707792,1.2452303,0.39787167,1.6471615,6267
-0.6413902,2.0597982,2.0597982,0.0,0.0,0.3122617,0,0.08991416,0.40217584,0.16227546,0.48095807,6268
-0.6542339,1.6663948,1.6663948,0.0,0.0,0.2382842,0,0.11013668,0.3484209,0.18820313,0.4613612,6269
-0.053627755,2.495392,2.495392,0.0,0.0,0.74128366,0,0.102187276,0.84347093,0.17828783,0.91491777,6270
-0.38637233,2.2773705,2.2773705,0.0,0.0,0.4711585,0,0.09537862,0.56653714,0.16951424,0.6409713,6271
0.12992172,0.28487188,0.28487188,0.0,0.0,0.20276874,0,0.6231008,0.82586956,0.37979567,2.1590853,6272
-0.6573572,1.0814401,1.0814401,0.0,0.0,0.119874835,0,0.12536596,0.2452408,0.20627415,0.43598104,6273
-0.64408684,1.6082863,1.6082863,0.0,0.0,0.23072286,0,0.11417438,0.34489724,0.19310963,0.46496895,6274
0.31489468,2.430553,2.430553,0.0,0.0,1.1089079,0,0.13880154,1.2477095,0.22127876,1.33875,6275
-0.4017964,2.1706798,2.1706798,0.0,0.0,0.44403788,0,0.101963736,0.5460016,0.178004,0.6280054,6276
0.21684018,1.6932714,1.6932714,0.0,0.0,0.80116963,0,0.23620117,1.0373708,0.3081668,1.2193658,6277
0.34646568,2.4442885,2.4442885,0.0,0.0,1.1520435,0,0.13998224,1.2920257,0.22255753,1.3830777,6278
-0.6108967,1.3612926,1.3612926,0.0,0.0,0.19184212,0,0.12936278,0.3212049,0.21082637,0.4760771,6279
0.37395838,0.26141277,0.26141277,2.331787463407764,0.5270191110618854,0.46421212,1,0.903169,1.3673811,0.17140825,2.023081,6280
-0.32103637,2.6245537,2.6245537,0.0,0.0,0.5648014,0,0.075700946,0.64050233,0.14256273,0.6948212,6281
-0.15312181,1.6271207,1.6271207,0.0,0.0,0.47356358,0,0.18202725,0.65559083,0.2642479,0.8179929,6282
-0.57303977,2.4443688,2.4443688,0.0,0.0,0.40006545,0,0.07261107,0.47267652,0.13809615,0.5291722,6283
0.46944085,1.237037,1.237037,0.0,0.0,0.9390811,0,0.40554103,1.3446221,0.38770667,1.6580375,6284
0.08418798,1.8068016,1.8068016,0.0,0.0,0.70597553,0,0.19577613,0.90175164,0.27637506,1.0547154,6285
0.0064674485,1.0601697,1.0601697,0.0,0.0,0.40850848,0,0.30014467,0.70865315,0.3477685,1.0366842,6286
0.6495549,1.2877674,1.2877674,0.0,0.0,1.2300032,0,0.4445355,1.6745387,0.39508048,1.9813336,6287
-0.22942373,0.52745485,0.52745485,0.0,0.0,0.10107896,0,0.24237251,0.34345147,0.3125399,0.935995,6288
0.5417351,2.2506504,2.2506504,0.0,0.0,1.3830338,0,0.18817982,1.5712136,0.2697612,1.6910728,6289
0.30455208,0.9128245,0.9128245,0.0,0.0,0.61367095,0,0.45114255,1.0648135,0.3959468,1.4985735,6290
0.59406614,0.9750203,0.9750203,0.0,0.0,1.0158733,0,0.5484617,1.564335,0.39599523,1.9704753,6291
0.56533366,1.127148,1.127148,1.7665857485028482,0.3291296240066366,1.0323566,1,0.47527632,1.507633,0.3981759,1.8608927,6292
0.68071187,1.3531657,1.3531657,2.0872617764429293,0.44473589298378147,1.3089639,1,0.43111682,1.7400807,0.39298058,2.0304964,6293
-0.51060444,1.7708753,1.7708753,227.43708866041652,14.081016972602551,0.31472147,1,0.12024318,0.43496466,0.20032603,0.5480873,6294
0.41036585,2.0801392,2.0801392,1.4295871451597577,0.19565343672554691,1.1449323,1,0.19967252,1.3446048,0.27968615,1.4790603,6295
0.4221188,2.0594995,2.0594995,4.2561862542754625,1.063052712184661,1.1550081,1,0.20474604,1.3597541,0.28391623,1.4976109,6296
0.2001442,1.3286747,1.3286747,0.0,0.0,0.6643173,0,0.3037299,0.9680472,0.34962857,1.231188,6297
-0.3065638,1.4974829,1.4974829,0.0,0.0,0.34999666,0,0.17017838,0.52017504,0.25322363,0.68927455,6298
0.64483243,0.5069295,0.5069295,2.0783634105533224,0.44165301673968305,0.93873316,1,0.84579664,1.7845298,0.23747762,2.2529926,6299
-0.4097579,1.6123676,1.6123676,10.40997323191641,2.22644901103276,0.32650232,1,0.14449997,0.4710023,0.22739294,0.6120328,6300
-0.0005886506,2.6434643,2.6434643,442.6142216558219,20.038401367012828,0.81320894,1,0.09309163,0.90630054,0.16650653,0.9692885,6301
0.029787464,1.4353046,1.4353046,0.0,0.0,0.55021024,0,0.242933,0.7931433,0.312931,1.0111674,6302
-0.46880406,2.8202393,2.8202393,0.0,0.0,0.50146616,0,0.057472806,0.558939,0.115166634,0.5997747,6303
0.30849046,0.55177224,0.55177224,2.491137380510068,0.5783337501728933,0.47506535,1,0.6114898,1.0865551,0.38326034,1.7811539,6304
-0.5699511,2.2370374,2.2370374,0.0,0.0,0.3710819,0,0.08482986,0.45591176,0.15537521,0.52536756,6305
0.26769036,2.1531677,2.1531677,0.0,0.0,0.9863006,0,0.1704826,1.1567832,0.25351357,1.2745231,6306
0.4832837,2.076434,2.076434,0.0,0.0,1.2459433,0,0.21027428,1.4562176,0.28842235,1.5951203,6307
-0.20878088,2.022286,2.022286,649.3068741329807,24.481500586706733,0.53133786,1,0.1325575,0.66389537,0.21441042,0.7699191,6308
0.29031888,0.164694,0.164694,2.6730616390867823,0.6349500057648465,0.3398298,1,0.9535632,1.293393,0.097211994,1.8836508,6309
-0.47581226,2.2521546,2.2521546,10.97147953685004,2.3123223195413494,0.41888607,1,0.09055472,0.5094408,0.1631334,0.58187515,6310
0.47958714,1.5490844,1.5490844,0.0,0.0,1.0696356,0,0.32098424,1.3906199,0.35806993,1.6217692,6311
0.626649,1.62014,1.62014,8.256801457866686,1.8734651623107021,1.3188074,1,0.3360444,1.6548518,0.36475742,1.8799913,6312
-0.48146877,0.24753065,0.24753065,0.0,0.0,0.001900157,0,0.01927996,0.021180043,0.046933796,0.21078819,6313
0.26597372,0.64630526,0.64630526,9.78873098084756,2.128694866916451,0.46775568,1,0.53521144,1.002967,0.3973874,1.6178273,6314
0.008083616,2.74192,2.74192,0.0,0.0,0.8370393,0,0.08565421,0.9226935,0.15650511,0.9797721,6315
0.043667346,1.0150322,1.0150322,1.3268759292332675,0.15190104870332655,0.4195251,1,0.32114643,0.7406715,0.35814533,1.0935129,6316
0.28625554,1.2422526,1.2422526,0.0,0.0,0.72082293,0,0.34801185,1.0688348,0.3696276,1.366381,6317
-0.015608982,0.6486902,0.6486902,0.0,0.0,0.2446804,0,0.36376715,0.60844755,0.3754491,1.1872278,6318
0.13908191,1.9333533,1.9333533,0.0,0.0,0.7919558,0,0.18546349,0.9774193,0.26734456,1.1156995,6319
-0.3730504,2.2480326,2.2480326,0.0,0.0,0.47371066,0,0.09853203,0.5722427,0.17361087,0.64947057,6320
-0.16842562,2.7716594,2.7716594,0.0,0.0,0.69276357,0,0.07400498,0.7667686,0.14011952,0.81732297,6321
0.5063306,1.7299845,1.7299845,18.785454156899505,3.3342188015826633,1.1707282,1,0.283555,1.4542832,0.33867663,1.6500518,6322
-0.54078996,0.89932895,0.89932895,2.73721643662617,0.6544535164091749,0.109416276,1,0.14663148,0.25604776,0.22964306,0.5113971,6323
0.13526803,0.3057936,0.3057936,0.0,0.0,0.21516806,0,0.613883,0.8290509,0.38257518,2.0801404,6324
-0.43767107,0.8717174,0.8717174,0.0,0.0,0.13158941,0,0.17413819,0.30572763,0.25696847,0.6005117,6325
0.4804059,1.8932571,1.8932571,0.0,0.0,1.1866198,0,0.24419159,1.4308113,0.3138055,1.5965602,6326
0.109578185,2.9249003,2.9249003,0.0,0.0,0.96417034,0,0.07708058,1.041251,0.14453533,1.0906663,6327
-0.13440293,0.32967368,0.32967368,1.27565452739033,0.129448786162222,0.069761604,1,0.2834843,0.35324582,0.33863613,1.3804318,6328
-0.34681666,1.2262627,1.2262627,0.0,0.0,0.25981796,0,0.18513829,0.4449562,0.26705343,0.66273457,6329
-0.08755184,2.0349836,2.0349836,0.0,0.0,0.6206285,0,0.14445516,0.7650837,0.22734544,0.8768022,6330
0.6343854,1.7662557,1.7662557,0.0,0.0,1.3838019,0,0.3001538,1.6839558,0.34777325,1.8808544,6331
0.012766787,1.9899086,1.9899086,0.0,0.0,0.6910458,0,0.16144454,0.85249037,0.24474394,0.9754829,6332
-0.04229649,1.4433045,1.4433045,0.0,0.0,0.49800673,0,0.22633907,0.7243458,0.30092108,0.9328403,6333
0.34140798,0.87440646,0.87440646,0.0,0.0,0.63865256,0,0.48135313,1.1200057,0.3985064,1.575751,6334
-0.16767636,1.4999815,1.4999815,0.0,0.0,0.4299468,0,0.19440529,0.6243521,0.2751971,0.80781907,6335
-0.10061177,1.2064548,1.2064548,0.0,0.0,0.38540047,0,0.2461605,0.631561,0.31516364,0.89279217,6336
-0.22603844,2.1569629,2.1569629,2.5926919825906367,0.6101838665428096,0.5476344,1,0.11834989,0.66598433,0.19809477,0.757824,6337
-0.48392797,0.597712,0.597712,0.0,0.0,0.054011792,0,0.13382517,0.18783693,0.21581934,0.5489129,6338
0.2964025,1.538829,1.538829,3.119246232741318,0.7661388068364832,0.8369886,1,0.28203768,1.1190263,0.33780485,1.338547,6339
0.5171307,2.8812814,2.8812814,0.0,0.0,1.4853563,0,0.10362539,1.5889817,0.18010733,1.6514912,6340
0.5622708,1.6422025,1.6422025,0.0,0.0,1.2239599,0,0.3160714,1.5400313,0.35575196,1.7566622,6341
0.527905,0.7879075,0.7879075,36.51689501334113,5.042920985524269,0.8430501,1,0.6087471,1.4517972,0.38402727,1.9391986,6342
-0.06684184,2.8139658,2.8139658,0.0,0.0,0.7811787,0,0.07625288,0.8574316,0.14335346,0.90837514,6343
-0.29934782,0.8080564,0.8080564,0.0,0.0,0.16125515,0,0.21932283,0.38057798,0.2955699,0.7463569,6344
0.19120292,2.2784224,2.2784224,0.0,0.0,0.9311064,0,0.1456459,1.0767523,0.22860509,1.1770871,6345
0.6303549,0.41764066,0.41764066,11.105546588518337,2.332498497510785,0.89444107,1,0.9032857,1.7977268,0.1712565,2.2077837,6346
0.31475905,2.57106,2.57106,0.0,0.0,1.1385274,0,0.12239326,1.2609206,0.20283824,1.3398135,6347
-0.00714141,0.6236663,0.6236663,16.188271866013565,3.023465167407803,0.24041906,1,0.37324014,0.6136592,0.37863043,1.2207634,6348
0.26174426,1.2431204,1.2431204,0.0,0.0,0.6953496,0,0.3405341,1.0358837,0.36663023,1.330811,6349
0.37781778,2.900299,2.900299,0.0,0.0,1.2824829,0,0.0934374,1.3759203,0.16696328,1.433488,6350
0.58123064,1.7802447,1.7802447,0.0,0.0,1.301675,0,0.28650188,1.5881768,0.3403504,1.7793586,6351
0.3648945,0.8655882,0.8655882,6.6614986963431875,1.5809879635196413,0.6618781,1,0.49551702,1.157395,0.39891714,1.6182576,6352
-0.09261756,0.10181879,0.10181879,0.0,0.0,0.009584263,0,0.16839162,0.17797588,0.25151375,2.6481855,6353
-0.31384802,0.11968875,0.11968875,0.0,0.0,0.0001393035,0,0.003658673,0.0037979998,0.010936851,0.09517528,6354
-0.00016404752,0.89630425,0.89630425,4.046392669408533,1.0115646739558648,0.34584618,1,0.32695568,0.67280185,0.36079666,1.07534,6355
-0.23819594,1.6278789,1.6278789,1.3540789090317418,0.163648930274231,0.4208494,1,0.16846159,0.589311,0.25158095,0.74385625,6356
0.6138021,1.5061847,1.5061847,0.0,0.0,1.2555598,0,0.36483252,1.6203923,0.37581873,1.8699094,6357
0.011043004,2.7734568,2.7734568,0.0,0.0,0.844664,0,0.0833713,0.92803526,0.15336528,0.9833328,6358
-0.038738143,2.315873,2.315873,0.0,0.0,0.71986794,0,0.12006468,0.8399326,0.20011643,0.92634344,6359
-0.21044473,2.7817333,2.7817333,0.0,0.0,0.66263187,0,0.071253486,0.73388535,0.13611196,0.782816,6360
0.19325912,1.5841568,1.5841568,1.3452777429904472,0.15986108878905925,0.7430078,1,0.25140232,0.9944101,0.31871933,1.1956019,6361
0.027796974,1.3953326,1.3953326,1.7294414863627594,0.3150823031426633,0.53604805,1,0.24896675,0.7850148,0.31707796,1.0122567,6362
-0.51424736,1.7416561,1.7416561,0.0,0.0,0.30726776,0,0.12178878,0.4290565,0.20213427,0.5451152,6363
0.5118307,1.1792237,1.1792237,1.0775098045439933,0.0380317219257571,0.9749011,1,0.43818542,1.4130865,0.3941437,1.7473264,6364
-0.19544971,0.7113533,0.7113533,0.0,0.0,0.173549,0,0.26420525,0.43775424,0.32704347,0.8975026,6365
-0.09346614,2.5263157,2.5263157,2.3366776608227724,0.5286196179764644,0.7137474,1,0.096774,0.81052136,0.17133412,0.8783411,6366
-0.4080321,2.0735416,2.0735416,0.0,0.0,0.4229771,0,0.10868514,0.5316622,0.18641824,0.6215655,6367
0.07402563,1.0444084,1.0444084,0.0,0.0,0.45314455,0,0.32587725,0.77902186,0.36031157,1.1240128,6368
0.2801078,1.3942156,1.3942156,0.0,0.0,0.7691348,0,0.30987638,1.0790112,0.35273224,1.3320081,6369
0.52840734,0.7537987,0.7537987,1.6290231229149867,0.27633184936197863,0.83077264,1,0.62706625,1.4578389,0.3785312,1.9600037,6370
-0.6216038,1.7322333,1.7322333,0.0,0.0,0.26244992,0,0.11029479,0.37274474,0.18839689,0.48150426,6371
0.65617734,1.1392386,1.1392386,0.0,0.0,1.1820567,0,0.5025371,1.6845937,0.39893425,2.03477,6372
0.28255138,2.6391685,2.6391685,0.0,0.0,1.1119233,0,0.11265607,1.2245795,0.19127461,1.2970548,6373
-0.2990255,1.6322526,1.6322526,0.0,0.0,0.38740715,0,0.15881881,0.54622597,0.24213421,0.6945695,6374
-0.409685,1.2940189,1.2940189,0.0,0.0,0.25024846,0,0.1676212,0.4178697,0.25077254,0.6116632,6375
-0.28268218,2.2738974,2.2738974,0.0,0.0,0.5328542,0,0.103606775,0.63646096,0.18008381,0.71565706,6376
0.5208665,2.7247937,2.7247937,0.0,0.0,1.4614805,0,0.12075145,1.582232,0.200922,1.6559705,6377
-0.2891946,2.4705155,2.4705155,0.0,0.0,0.56207293,0,0.08813713,0.6502101,0.1598822,0.71492624,6378
-0.05154085,1.5352596,1.5352596,0.0,0.0,0.51842797,0,0.21150759,0.7299355,0.2894131,0.91844636,6379
0.2852135,1.1336857,1.1336857,0.0,0.0,0.67903346,0,0.37628132,1.0553148,0.37960136,1.390153,6380
0.51568747,2.020175,2.020175,0.0,0.0,1.2773218,0,0.22517887,1.5025007,0.3000476,1.6510262,6381
0.21982631,2.4689174,2.4689174,0.0,0.0,1.0041833,0,0.12601739,1.1302006,0.20702137,1.2140516,6382
0.35088384,2.9380548,2.9380548,0.0,0.0,1.2520819,0,0.08857218,1.340654,0.16046992,1.3952718,6383
-0.4528652,1.4260286,1.4260286,0.0,0.0,0.26428404,0,0.1513677,0.41565174,0.23457229,0.5801452,6384
0.52319837,2.0378964,2.0378964,0.0,0.0,1.2939636,0,0.22296622,1.5169297,0.2983693,1.6633402,6385
-0.31091923,0.94999945,0.94999945,0.0,0.0,0.19821796,0,0.21119452,0.40941247,0.28916213,0.7137939,6386
-0.51517725,0.35364357,0.35364357,0.0,0.0,0.008735459,0,0.051172335,0.059907794,0.10505733,0.35697922,6387
0.6602148,0.83386743,0.83386743,29.62383875082105,4.442778293230064,1.069669,1,0.64610153,1.7157705,0.37188068,2.1617415,6388
-0.4136149,0.14202139,0.14202139,0.0,0.0,5.981908e-05,0,0.0014255438,0.0014853596,0.0046581407,0.034284297,6389
-0.50370735,1.57734,1.57734,1.3248120295029366,0.1510047220904167,0.2773382,1,0.1339288,0.411267,0.21593423,0.5481647,6390
0.17470206,1.1821527,1.1821527,0.0,0.0,0.58821416,0,0.32877675,0.9169909,0.36160856,1.2228807,6391
-0.251109,2.066997,2.066997,0.0,0.0,0.513175,0,0.12404861,0.6372236,0.20475689,0.73628366,6392
-0.50828594,1.8844107,1.8844107,0.0,0.0,0.3379904,0,0.11276819,0.45075858,0.19141056,0.5523344,6393
0.14018363,0.5868127,0.5868127,0.0,0.0,0.33022955,0,0.47826186,0.80849147,0.39834988,1.4873279,6394
0.35902977,2.0540826,2.0540826,0.0,0.0,1.0706378,0,0.19703689,1.2676747,0.27745235,1.4027483,6395
0.40645924,0.64346063,0.64346063,0.0,0.0,0.624251,0,0.6216992,1.2459502,0.38023266,1.8368684,6396
-0.47756094,0.11726412,0.11726412,0.0,0.0,4.7660978e-07,0,1.8047136e-05,1.852449e-05,7.8522426e-05,0.0006881463,6397
0.0788345,2.9135587,2.9135587,0.0,0.0,0.93104696,0,0.07639848,1.0074455,0.1435617,1.0567192,6398
0.43485054,0.17825663,0.17825663,4.272039205312694,1.0668911053521821,0.54526514,1,0.99062175,1.5358869,0.025198376,1.6772473,6399
-0.46983317,1.0910723,1.0910723,0.0,0.0,0.1766547,0,0.16449457,0.34114927,0.24774012,0.5682104,6400
-0.40523845,1.9487826,1.9487826,0.0,0.0,0.4004445,0,0.11853629,0.5189808,0.19831526,0.62074447,6401
-0.68980426,1.1740862,1.1740862,0.0,0.0,0.13065687,0,0.120083936,0.25074077,0.20013905,0.42120448,6402
0.03415019,1.2055066,1.2055066,39.16038438695614,5.257825910240638,0.47873515,1,0.2828402,0.76157534,0.33826676,1.0421766,6403
-0.42326105,2.19591,2.19591,0.0,0.0,0.43686715,0,0.098403074,0.5352702,0.17344448,0.6142554,6404
0.3108662,1.8462464,1.8462464,0.0,0.0,0.95173645,0,0.22520077,1.1769372,0.30006415,1.3394637,6405
0.6407645,1.6032946,1.6032946,0.0,0.0,1.3361716,0,0.34384477,1.6800164,0.367976,1.9095289,6406
-0.40375063,2.6703186,2.6703186,0.0,0.0,0.5202736,0,0.068592146,0.58886576,0.13218278,0.63836646,6407
0.20669235,0.41352957,0.41352957,0.0,0.0,0.31934714,0,0.61526185,0.934609,0.3821735,1.8587837,6408
-0.39948225,1.4623259,1.4623259,2.5863251131459606,0.608205527677891,0.29611146,1,0.15760602,0.45371753,0.24091919,0.6184682,6409
-0.6681844,0.79329354,0.79329354,1.0345910603120956,0.017148488949078944,0.060423754,1,0.10768422,0.16810797,0.18518084,0.4015409,6410
0.35843223,0.20674276,0.20674276,1.9673129839304693,0.4026093354965914,0.4352317,1,0.94848514,1.3837168,0.10561632,1.8945746,6411
-0.09148894,2.9391978,2.9391978,0.0,0.0,0.77727836,0,0.06671322,0.8439916,0.12937659,0.88800925,6412
0.6193781,2.2286777,2.2286777,0.0,0.0,1.5041202,0,0.20145765,1.7055779,0.2811849,1.8317446,6413
0.047530323,0.726938,0.726938,0.0,0.0,0.3155846,0,0.38281924,0.6984039,0.38160634,1.2233543,6414
-0.47482955,1.2670593,1.2670593,0.0,0.0,0.21783903,0,0.15666029,0.37449932,0.23996751,0.5638886,6415
-0.06962741,0.75547034,0.75547034,0.0,0.0,0.25199416,0,0.31921342,0.5712076,0.3572422,1.0440814,6416
-0.41187942,2.0860803,2.0860803,0.0,0.0,0.42326105,0,0.10739863,0.5306597,0.18482679,0.6192597,6417
0.52405983,1.1162965,1.1162965,2.4079301106323783,0.5517506790853401,0.967384,1,0.464666,1.43205,0.39737654,1.7880275,6418
0.264648,2.7676015,2.7676015,0.0,0.0,1.1135559,0,0.098842196,1.212398,0.17401066,1.2752723,6419
-0.22008975,0.70191014,0.70191014,3.200863209720012,0.7890956539093645,0.16001147,1,0.25318092,0.4131924,0.31990618,0.86895764,6420
0.038567156,1.114496,1.114496,0.0,0.0,0.45084384,0,0.30061135,0.7514552,0.3480127,1.0637153,6421
0.23494942,2.802262,2.802262,0.0,0.0,1.0839835,0,0.09387105,1.1778545,0.16753505,1.2376403,6422
0.39212406,2.665574,2.665574,0.0,0.0,1.2594514,0,0.117874324,1.3773258,0.19753146,1.4514304,6423
-0.58203954,0.9501934,0.9501934,0.0,0.0,0.11045943,0,0.13837592,0.24883531,0.2208162,0.48122615,6424
-0.6619294,1.5008992,1.5008992,0.0,0.0,0.20387062,0,0.11673427,0.32060492,0.19617647,0.45131084,6425
-0.53448206,2.6627445,2.6627445,0.0,0.0,0.44757336,0,0.0627491,0.51032245,0.12336584,0.5566528,6426
-0.14556602,2.0448403,2.0448403,1.5923340152489942,0.2618771512045057,0.5798563,1,0.13706365,0.7169199,0.21938506,0.82420707,6427
-0.04615444,1.948111,1.948111,0.0,0.0,0.63244116,0,0.15920094,0.7916421,0.24251577,0.9161298,6428
